school,major,province,year,exam_type,min_score,min_rank
中国传媒大学,外国语言文学类,广东,2025,物理类,599,27457
中国传媒大学(中外合作办学),中国语言文学类,广东,2025,物理类,588,36181
中国传媒大学,艺术设计类,广东,2025,物理类,609,20328
中国传媒大学(中外合作办学),生物科学类,广东,2025,物理类,586,38197
中国传媒大学,材料类,广东,2025,物理类,615,16791
中国传媒大学,计算机类,广东,2025,物理类,612,18595
中央财经大学,教育学类,广东,2025,物理类,618,15294
中央财经大学(中外合作办学),新闻传播学类,广东,2025,物理类,608,21279
对外经济贸易大学,教育学类,广东,2025,物理类,615,16918
对外经济贸易大学,新闻传播学类,广东,2025,物理类,617,15626
对外经济贸易大学(中外合作办学),建筑类,广东,2025,物理类,606,22498
北京物资学院(中外合作办学),法学类,广东,2025,物理类,537,100622
北京物资学院,经济学类,广东,2025,物理类,550,81321
首都经济贸易大学,法学类,广东,2025,物理类,581,43252
首都经济贸易大学,经济学类,广东,2025,物理类,587,37413
中国人民公安大学,数学类,广东,2025,物理类,613,17766
北京体育大学,历史学类,广东,2025,物理类,596,29743
北京体育大学,地理科学类,广东,2025,物理类,592,32654
北京体育大学(中外合作办学),农林科学类,广东,2025,物理类,541,95225
北京体育大学,林业工程类,广东,2025,物理类,593,32588
北京体育大学,环境科学与工程类,广东,2025,物理类,595,30261
中国音乐学院,体育学类,广东,2025,物理类,580,43927
中央美术学院,教育学类,广东,2025,物理类,586,38478
中央美术学院(中外合作办学),新闻传播学类,广东,2025,物理类,582,42660
中央美术学院,建筑类,广东,2025,物理类,608,20851
北京电影学院,外国语言文学类,广东,2025,物理类,594,31130
北京电影学院,中国语言文学类,广东,2025,物理类,604,23427
北京电影学院,艺术设计类,广东,2025,物理类,605,23231
北京电影学院,生物科学类,广东,2025,物理类,594,31632
北京电影学院,化学类,广东,2025,物理类,605,22986
中央民族大学,农林科学类,广东,2025,物理类,604,23707
中央民族大学,环境科学与工程类,广东,2025,物理类,608,20962
中央民族大学(内地澳门合作办学),药学类,广东,2025,物理类,602,25473
中国政法大学,教育学类,广东,2025,物理类,616,16327
华北电力大学(北京),管理学类,广东,2025,物理类,595,30358
华北电力大学(北京),教育学类,广东,2025,物理类,610,19698
南开大学,法学类,广东,2025,物理类,644,5048
南开大学,经济学类,广东,2025,物理类,647,4394
天津大学,物理学类,广东,2025,物理类,632,8868
天津大学,体育学类,广东,2025,物理类,636,7609
天津科技大学,建筑类,广东,2025,物理类,548,84360
天津科技大学(中外合作办学),外国语言文学类,广东,2025,物理类,534,106156
天津科技大学,中国语言文学类,广东,2025,物理类,542,93102
天津科技大学(中外合作办学),艺术设计类,广东,2025,物理类,557,71430
天津工业大学,艺术设计类,广东,2025,物理类,566,60491
天津工业大学,生物科学类,广东,2025,物理类,562,64539
天津工业大学,化学类,广东,2025,物理类,573,51643
天津工业大学(中外合作办学),农林科学类,广东,2025,物理类,577,47852
中国民航大学,中国语言文学类,广东,2025,物理类,565,61338
中国民航大学,艺术设计类,广东,2025,物理类,568,57974
天津理工大学,法学类,广东,2025,物理类,536,101615
天津理工大学(中外合作办学),经济学类,广东,2025,物理类,534,105706
天津理工大学(中外合作办学),管理学类,广东,2025,物理类,534,105192
天津理工大学,教育学类,广东,2025,物理类,562,64911
天津理工大学,新闻传播学类,广东,2025,物理类,556,73281
天津理工大学,建筑类,广东,2025,物理类,543,91204
天津理工大学(中外合作办学),外国语言文学类,广东,2025,物理类,556,72806
天津农学院,法学类,广东,2025,物理类,507,152857
天津农学院,经济学类,广东,2025,物理类,499,167340
天津农学院,管理学类,广东,2025,物理类,495,173475
天津农学院,教育学类,广东,2025,物理类,525,120054
天津医科大学,数学类,广东,2025,物理类,592,33081
天津中医药大学,管理学类,广东,2025,物理类,551,80308
天津中医药大学,教育学类,广东,2025,物理类,569,55760
天津中医药大学,新闻传播学类,广东,2025,物理类,556,72642
天津中医药大学,建筑类,广东,2025,物理类,545,87882
天津中医药大学,外国语言文学类,广东,2025,物理类,530,112069
天津师范大学,历史学类,广东,2025,物理类,552,78300
天津师范大学,地理科学类,广东,2025,物理类,546,87279
天津师范大学,农林科学类,广东,2025,物理类,580,44016
天津师范大学,林业工程类,广东,2025,物理类,554,75850
天津师范大学,环境科学与工程类,广东,2025,物理类,582,42521
天津师范大学,食品科学与工程类,广东,2025,物理类,554,74786
天津师范大学,药学类,广东,2025,物理类,567,58947
天津师范大学,临床医学类,广东,2025,物理类,555,74597
天津师范大学,口腔医学类,广东,2025,物理类,556,72609
天津职业技术师范大学,物理学类,广东,2025,物理类,533,106572
天津职业技术师范大学,体育学类,广东,2025,物理类,518,131823
天津外国语大学,经济学类,广东,2025,物理类,543,90968
天津外国语大学,管理学类,广东,2025,物理类,540,95539
天津外国语大学,教育学类,广东,2025,物理类,540,96330
天津外国语大学(中外合作办学),新闻传播学类,广东,2025,物理类,540,96749
天津外国语大学,建筑类,广东,2025,物理类,569,56240
天津商业大学,艺术设计类,广东,2025,物理类,514,139239
天津商业大学,生物科学类,广东,2025,物理类,518,132703
天津商业大学(中外合作办学),化学类,广东,2025,物理类,529,113723
天津商业大学,材料类,广东,2025,物理类,529,113465
天津财经大学,新闻传播学类,广东,2025,物理类,549,82295
天津财经大学(中外合作办学),建筑类,广东,2025,物理类,544,89376
天津财经大学,外国语言文学类,广东,2025,物理类,559,69113
天津财经大学,中国语言文学类,广东,2025,物理类,550,81174
天津体育学院,外国语言文学类,广东,2025,物理类,524,122483
天津体育学院,中国语言文学类,广东,2025,物理类,504,156719
天津体育学院,艺术设计类,广东,2025,物理类,503,159496
河北工程大学,管理学类,广东,2025,物理类,504,157849
河北工程大学,教育学类,广东,2025,物理类,526,119518
河北工程大学,新闻传播学类,广东,2025,物理类,527,116360
河北工程大学,建筑类,广东,2025,物理类,557,70817
河北工程大学,外国语言文学类,广东,2025,物理类,548,84123
河北地质大学,法学类,广东,2025,物理类,514,139281
河北地质大学,经济学类,广东,2025,物理类,518,133256
河北地质大学,管理学类,广东,2025,物理类,523,124324
华北水利水电大学,体育学类,广东,2025,物理类,549,82706
华北水利水电大学,法学类,广东,2025,物理类,555,73611
华北水利水电大学(中外合作办学),经济学类,广东,2025,物理类,533,107762
华北电力大学(保定),管理学类,广东,2025,物理类,589,35958
华北电力大学(保定),教育学类,广东,2025,物理类,605,23226
河北工业大学,法学类,广东,2025,物理类,599,27099
河北工业大学,经济学类,广东,2025,物理类,582,41901
河北工业大学,管理学类,广东,2025,物理类,599,27130
河北工业大学,教育学类,广东,2025,物理类,609,20577
河北工业大学(联合培养),新闻传播学类,广东,2025,物理类,585,39297
河北工业大学(联合培养),建筑类,广东,2025,物理类,585,38848
华北理工大学(联合培养),化学类,广东,2025,物理类,504,157243
华北理工大学,材料类,广东,2025,物理类,526,118526
华北理工大学,计算机类,广东,2025,物理类,518,132194
华北理工大学,历史学类,广东,2025,物理类,528,116190
华北理工大学,地理科学类,广东,2025,物理类,568,57711
河北医科大学,经济学类,广东,2025,物理类,548,83615
河北医科大学,管理学类,广东,2025,物理类,553,76718
河北医科大学,教育学类,广东,2025,物理类,528,115903
河北北方学院,数学类,广东,2025,物理类,537,101265
河北北方学院,物理学类,广东,2025,物理类,530,112874
河北北方学院,体育学类,广东,2025,物理类,509,147618
承德医学院,数学类,广东,2025,物理类,550,81414
河北师范大学,法学类,广东,2025,物理类,555,74061
河北师范大学,经济学类,广东,2025,物理类,508,150996
衡水学院,艺术设计类,广东,2025,物理类,497,169881
衡水学院,生物科学类,广东,2025,物理类,501,163539
衡水学院,化学类,广东,2025,物理类,495,173599
衡水学院(中外合作办学),材料类,广东,2025,物理类,488,185693
邯郸学院,体育学类,广东,2025,物理类,494,175503
邢台学院,体育学类,广东,2025,物理类,494,175033
沧州师范学院,体育学类,广东,2025,物理类,497,169994
石家庄铁道大学,管理学类,广东,2025,物理类,541,94799
石家庄铁道大学,教育学类,广东,2025,物理类,540,96703
石家庄铁道大学,新闻传播学类,广东,2025,物理类,566,60221
石家庄铁道大学,建筑类,广东,2025,物理类,564,62565
山西大学,体育学类,广东,2025,物理类,566,59670
太原科技大学,数学类,广东,2025,物理类,526,118719
中北大学,历史学类,广东,2025,物理类,531,109890
中北大学,地理科学类,广东,2025,物理类,580,43960
中北大学,农林科学类,广东,2025,物理类,547,85409
中北大学,林业工程类,广东,2025,物理类,570,55243
太原理工大学,物理学类,广东,2025,物理类,579,45789
山西农业大学,建筑类,广东,2025,物理类,491,181837
山西农业大学,外国语言文学类,广东,2025,物理类,498,168370
山西农业大学,中国语言文学类,广东,2025,物理类,530,111273
山西农业大学,艺术设计类,广东,2025,物理类,493,177026
山西农业大学,生物科学类,广东,2025,物理类,493,176626
山西医科大学,管理学类,广东,2025,物理类,530,111853
山西医科大学,教育学类,广东,2025,物理类,516,136581
山西医科大学,新闻传播学类,广东,2025,物理类,531,110071
山西医科大学,建筑类,广东,2025,物理类,515,137078
山西医科大学,外国语言文学类,广东,2025,物理类,579,45254
长治医学院,物理学类,广东,2025,物理类,513,141065
长治医学院,体育学类,广东,2025,物理类,492,178745
山西师范大学,建筑类,广东,2025,物理类,536,101614
山西师范大学,外国语言文学类,广东,2025,物理类,506,154636
山西师范大学,中国语言文学类,广东,2025,物理类,507,152368
山西大同大学,法学类,广东,2025,物理类,531,109881
忻州师范学院,体育学类,广东,2025,物理类,499,166245
忻州师范学院,法学类,广东,2025,物理类,496,171776
山西财经大学,法学类,广东,2025,物理类,513,141889
山西财经大学,经济学类,广东,2025,物理类,542,93567
内蒙古大学,计算机类,广东,2025,物理类,547,84739
内蒙古大学,历史学类,广东,2025,物理类,552,77761
内蒙古大学,地理科学类,广东,2025,物理类,538,98424
内蒙古大学,农林科学类,广东,2025,物理类,549,82675
内蒙古大学,林业工程类,广东,2025,物理类,552,78109
内蒙古大学,环境科学与工程类,广东,2025,物理类,576,48619
内蒙古科技大学,教育学类,广东,2025,物理类,491,180287
内蒙古科技大学,新闻传播学类,广东,2025,物理类,491,181469
内蒙古科技大学,建筑类,广东,2025,物理类,502,161949
内蒙古工业大学,体育学类,广东,2025,物理类,490,182266
内蒙古工业大学,法学类,广东,2025,物理类,509,147593
内蒙古工业大学,经济学类,广东,2025,物理类,502,161089
内蒙古工业大学,管理学类,广东,2025,物理类,505,155561
内蒙古农业大学,经济学类,广东,2025,物理类,492,178515
内蒙古农业大学,管理学类,广东,2025,物理类,490,182424
内蒙古农业大学,教育学类,广东,2025,物理类,491,181476
内蒙古医科大学,法学类,广东,2025,物理类,488,186936
内蒙古医科大学,经济学类,广东,2025,物理类,544,90075
内蒙古医科大学,管理学类,广东,2025,物理类,522,125671
内蒙古医科大学,教育学类,广东,2025,物理类,529,113423
内蒙古师范大学,建筑类,广东,2025,物理类,492,178638
内蒙古师范大学,外国语言文学类,广东,2025,物理类,508,151002
内蒙古师范大学,中国语言文学类,广东,2025,物理类,503,159285
内蒙古师范大学,艺术设计类,广东,2025,物理类,506,153519
内蒙古民族大学,经济学类,广东,2025,物理类,491,181409
内蒙古民族大学,管理学类,广东,2025,物理类,519,130054
内蒙古民族大学,教育学类,广东,2025,物理类,502,161683
内蒙古民族大学,新闻传播学类,广东,2025,物理类,492,179002
辽宁大学,教育学类,广东,2025,物理类,564,62932
辽宁大学,新闻传播学类,广东,2025,物理类,562,64551
辽宁大学,建筑类,广东,2025,物理类,578,45813
辽宁大学(中外合作办学),外国语言文学类,广东,2025,物理类,569,56031
辽宁大学(中外合作办学),中国语言文学类,广东,2025,物理类,543,90893
辽宁大学(中外合作办学),艺术设计类,广东,2025,物理类,548,83680
辽宁大学(中外合作办学),生物科学类,广东,2025,物理类,565,60787
大连理工大学,教育学类,广东,2025,物理类,636,7392
大连理工大学(中外合作办学),建筑类,广东,2025,物理类,617,15501
沈阳工业大学,管理学类,广东,2025,物理类,511,145747
沈阳工业大学,教育学类,广东,2025,物理类,486,190608
沈阳工业大学,新闻传播学类,广东,2025,物理类,518,132051
沈阳工业大学,建筑类,广东,2025,物理类,549,82158
沈阳工业大学,外国语言文学类,广东,2025,物理类,530,111499
沈阳工业大学,中国语言文学类,广东,2025,物理类,536,102805
沈阳航空航天大学,数学类,广东,2025,物理类,549,81854
沈阳理工大学,法学类,广东,2025,物理类,541,94287
沈阳理工大学,经济学类,广东,2025,物理类,558,70201
沈阳理工大学,管理学类,广东,2025,物理类,530,112354
沈阳理工大学,教育学类,广东,2025,物理类,533,106591
东北大学,教育学类,广东,2025,物理类,606,22070
东北大学,新闻传播学类,广东,2025,物理类,607,21595
东北大学,建筑类,广东,2025,物理类,616,16407
东北大学,外国语言文学类,广东,2025,物理类,614,17181
东北大学,中国语言文学类,广东,2025,物理类,616,16060
东北大学(中外合作办学),艺术设计类,广东,2025,物理类,602,24886
东北大学(中外合作办学),生物科学类,广东,2025,物理类,605,23281
东北大学,化学类,广东,2025,物理类,631,9361
东北大学,材料类,广东,2025,物理类,624,12305
辽宁科技大学,物理学类,广东,2025,物理类,513,140583
辽宁科技大学(中外合作办学),体育学类,广东,2025,物理类,523,124311
辽宁工程技术大学,教育学类,广东,2025,物理类,535,104511
辽宁工程技术大学,新闻传播学类,广东,2025,物理类,497,169871
辽宁工程技术大学,建筑类,广东,2025,物理类,541,94793
辽宁石油化工大学,经济学类,广东,2025,物理类,531,109734
辽宁石油化工大学,管理学类,广东,2025,物理类,531,110556
辽宁石油化工大学,教育学类,广东,2025,物理类,547,85130
辽宁石油化工大学,新闻传播学类,广东,2025,物理类,536,102966
辽宁石油化工大学(中外合作办学),建筑类,广东,2025,物理类,525,120999
沈阳化工大学,教育学类,广东,2025,物理类,499,166794
沈阳化工大学,新闻传播学类,广东,2025,物理类,480,200116
沈阳化工大学,建筑类,广东,2025,物理类,536,101561
沈阳化工大学,外国语言文学类,广东,2025,物理类,541,93971
沈阳化工大学,中国语言文学类,广东,2025,物理类,508,149865
沈阳化工大学(中外合作办学),艺术设计类,广东,2025,物理类,514,139691
大连交通大学,经济学类,广东,2025,物理类,539,98239
大连交通大学,管理学类,广东,2025,物理类,535,103931
大连交通大学(中外合作办学),教育学类,广东,2025,物理类,521,127878
大连交通大学,新闻传播学类,广东,2025,物理类,530,111573
大连海事大学,艺术设计类,广东,2025,物理类,572,53243
大连海事大学,生物科学类,广东,2025,物理类,582,41813
大连海事大学(中外合作办学),化学类,广东,2025,物理类,595,30904
大连海事大学,材料类,广东,2025,物理类,588,36462
大连海事大学,计算机类,广东,2025,物理类,588,36106
大连海事大学(中外合作办学),历史学类,广东,2025,物理类,531,110241
大连工业大学,外国语言文学类,广东,2025,物理类,518,133161
大连工业大学,中国语言文学类,广东,2025,物理类,544,89562
大连工业大学,艺术设计类,广东,2025,物理类,527,117465
大连工业大学,生物科学类,广东,2025,物理类,529,114367
大连工业大学(中外合作办学),化学类,广东,2025,物理类,536,101819
大连工业大学(中外合作办学),材料类,广东,2025,物理类,538,99311
大连工业大学(中外合作办学),计算机类,广东,2025,物理类,537,101385
大连工业大学(中外合作办学),历史学类,广东,2025,物理类,531,110661
沈阳建筑大学,新闻传播学类,广东,2025,物理类,502,160600
沈阳建筑大学,建筑类,广东,2025,物理类,520,129064
沈阳建筑大学(中外合作办学),外国语言文学类,广东,2025,物理类,472,215783
沈阳建筑大学,中国语言文学类,广东,2025,物理类,505,155655
沈阳建筑大学,艺术设计类,广东,2025,物理类,504,158040
沈阳建筑大学,生物科学类,广东,2025,物理类,505,156134
沈阳建筑大学(中外合作办学),化学类,广东,2025,物理类,516,136285
沈阳建筑大学(中外合作办学),材料类,广东,2025,物理类,518,132682
沈阳农业大学,法学类,广东,2025,物理类,539,98039
沈阳农业大学,经济学类,广东,2025,物理类,540,95302
沈阳农业大学,管理学类,广东,2025,物理类,523,124565
沈阳农业大学(中外合作办学),教育学类,广东,2025,物理类,530,112381
大连海洋大学,体育学类,广东,2025,物理类,508,150688
大连海洋大学,法学类,广东,2025,物理类,510,147550
大连海洋大学,经济学类,广东,2025,物理类,507,152673
大连海洋大学,管理学类,广东,2025,物理类,509,149183
中国医科大学,物理学类,广东,2025,物理类,567,58127
中国医科大学(中外合作办学),体育学类,广东,2025,物理类,543,91934
锦州医科大学,数学类,广东,2025,物理类,507,152042
锦州医科大学,物理学类,广东,2025,物理类,523,124765
锦州医科大学(中外合作办学),体育学类,广东,2025,物理类,484,194425
大连医科大学,数学类,广东,2025,物理类,563,63578
大连医科大学,物理学类,广东,2025,物理类,567,58488
大连医科大学,体育学类,广东,2025,物理类,602,25040
大连医科大学,法学类,广东,2025,物理类,595,30241
辽宁中医药大学,物理学类,广东,2025,物理类,506,153498
辽宁中医药大学,体育学类,广东,2025,物理类,502,161433
辽宁中医药大学,法学类,广东,2025,物理类,520,128746
辽宁中医药大学,经济学类,广东,2025,物理类,543,91417
辽宁中医药大学,管理学类,广东,2025,物理类,539,97467
沈阳药科大学,物理学类,广东,2025,物理类,537,101070
沈阳药科大学,体育学类,广东,2025,物理类,537,100993
沈阳医学院,数学类,广东,2025,物理类,551,79147
辽宁师范大学(中外合作办学),法学类,广东,2025,物理类,494,176296
辽宁师范大学(中外合作办学),经济学类,广东,2025,物理类,476,207453
渤海大学,物理学类,广东,2025,物理类,499,165963
渤海大学(国际本科学术互认),体育学类,广东,2025,物理类,528,116121
鞍山师范学院,体育学类,广东,2025,物理类,494,175490
大连外国语大学,教育学类,广东,2025,物理类,550,81682
大连外国语大学,新闻传播学类,广东,2025,物理类,529,114249
大连外国语大学,建筑类,广东,2025,物理类,548,83860
东北财经大学,新闻传播学类,广东,2025,物理类,558,70092
东北财经大学(中外合作办学),建筑类,广东,2025,物理类,558,70013
东北财经大学(中外合作办学),外国语言文学类,广东,2025,物理类,546,86828
东北财经大学(中外合作办学),中国语言文学类,广东,2025,物理类,551,79354
东北财经大学(中外合作办学),艺术设计类,广东,2025,物理类,551,79881
东北财经大学(中外合作办学),生物科学类,广东,2025,物理类,552,78139
东北财经大学(中外合作办学),化学类,广东,2025,物理类,568,57897
东北财经大学(中外合作办学),材料类,广东,2025,物理类,560,66896
沈阳音乐学院,新闻传播学类,广东,2025,物理类,502,161858
吉林大学,农林科学类,广东,2025,物理类,614,17337
吉林大学,林业工程类,广东,2025,物理类,609,20210
吉林大学,环境科学与工程类,广东,2025,物理类,605,22912
吉林大学,食品科学与工程类,广东,2025,物理类,609,20387
吉林大学,药学类,广东,2025,物理类,623,12802
吉林大学(联合培养),临床医学类,广东,2025,物理类,616,16333
吉林大学,口腔医学类,广东,2025,物理类,621,13769
吉林大学,护理学类,广东,2025,物理类,593,31904
吉林大学,统计学类,广东,2025,物理类,619,14407
吉林大学,电子信息类,广东,2025,物理类,621,13639
吉林大学,自动化类,广东,2025,物理类,614,17342
吉林大学,土木类,广东,2025,物理类,627,11060
延边大学,经济学类,广东,2025,物理类,567,58797
延边大学,管理学类,广东,2025,物理类,559,69273
延边大学,教育学类,广东,2025,物理类,571,54370
长春理工大学,计算机类,广东,2025,物理类,525,120434
长春理工大学,历史学类,广东,2025,物理类,529,112997
长春理工大学,地理科学类,广东,2025,物理类,525,120571
长春理工大学,农林科学类,广东,2025,物理类,552,77763
长春理工大学,林业工程类,广东,2025,物理类,567,58803
长春理工大学,环境科学与工程类,广东,2025,物理类,529,114019
长春理工大学,食品科学与工程类,广东,2025,物理类,539,97036
长春理工大学(中外合作办学),药学类,广东,2025,物理类,539,98076
长春理工大学(中外合作办学),临床医学类,广东,2025,物理类,537,101296
长春理工大学,口腔医学类,广东,2025,物理类,534,104859
长春理工大学(中外合作办学),护理学类,广东,2025,物理类,564,62373
长春理工大学(中外合作办学),心理学类,广东,2025,物理类,571,54423
东北电力大学,法学类,广东,2025,物理类,569,55964
东北电力大学(中外合作办学),经济学类,广东,2025,物理类,584,40075
东北电力大学,管理学类,广东,2025,物理类,572,52458
长春工业大学,材料类,广东,2025,物理类,520,129903
长春工业大学,计算机类,广东,2025,物理类,519,131020
长春工业大学,历史学类,广东,2025,物理类,532,109406
长春工业大学,地理科学类,广东,2025,物理类,538,99654
长春工业大学,农林科学类,广东,2025,物理类,520,128312
吉林建筑大学,新闻传播学类,广东,2025,物理类,491,180250
吉林建筑大学,建筑类,广东,2025,物理类,494,175626
吉林建筑大学,外国语言文学类,广东,2025,物理类,499,166354
吉林建筑大学(中外合作办学),中国语言文学类,广东,2025,物理类,513,141782
吉林农业大学,体育学类,广东,2025,物理类,506,154697
吉林农业大学,法学类,广东,2025,物理类,507,152012
长春中医药大学,体育学类,广东,2025,物理类,540,95943
长春中医药大学,法学类,广东,2025,物理类,503,159819
长春中医药大学,经济学类,广东,2025,物理类,516,135224
东北师范大学(中外合作办学),地理科学类,广东,2025,物理类,538,99337
东北师范大学(中外合作办学),农林科学类,广东,2025,物理类,554,75671
东北师范大学,林业工程类,广东,2025,物理类,589,35747
东北师范大学,环境科学与工程类,广东,2025,物理类,598,28343
北华大学,教育学类,广东,2025,物理类,500,163974
北华大学,新闻传播学类,广东,2025,物理类,508,150644
北华大学,建筑类,广东,2025,物理类,503,160149
北华大学,外国语言文学类,广东,2025,物理类,508,149893
北华大学,中国语言文学类,广东,2025,物理类,477,206830
吉林师范大学,经济学类,广东,2025,物理类,514,139378
长春师范大学(校企联合培养),教育学类,广东,2025,物理类,488,185768
长春师范大学,新闻传播学类,广东,2025,物理类,537,101468
长春师范大学,建筑类,广东,2025,物理类,520,129408
白城师范学院,数学类,广东,2025,物理类,491,181867
吉林财经大学,建筑类,广东,2025,物理类,525,120145
吉林财经大学(中外合作办学),外国语言文学类,广东,2025,物理类,512,143655
吉林财经大学,中国语言文学类,广东,2025,物理类,527,117791
黑龙江大学,外国语言文学类,广东,2025,物理类,525,120374
黑龙江大学,中国语言文学类,广东,2025,物理类,517,133865
黑龙江大学,艺术设计类,广东,2025,物理类,501,163447
黑龙江大学,生物科学类,广东,2025,物理类,505,155105
黑龙江大学(联合培养),化学类,广东,2025,物理类,523,124047
黑龙江大学(联合培养),材料类,广东,2025,物理类,532,108634
哈尔滨工业大学,经济学类,广东,2025,物理类,673,765
哈尔滨工业大学,管理学类,广东,2025,物理类,673,740
哈尔滨工业大学(中外合作办学),教育学类,广东,2025,物理类,635,7941
哈尔滨工业大学(中外合作办学),新闻传播学类,广东,2025,物理类,615,16621
哈尔滨工业大学(中外合作办学),建筑类,广东,2025,物理类,621,13665
哈尔滨工业大学(中外合作办学),外国语言文学类,广东,2025,物理类,628,10305
哈尔滨工业大学(中外合作办学),中国语言文学类,广东,2025,物理类,630,9838
哈尔滨理工大学,外国语言文学类,广东,2025,物理类,542,92366
哈尔滨理工大学,中国语言文学类,广东,2025,物理类,563,64013
哈尔滨理工大学,艺术设计类,广东,2025,物理类,540,95677
哈尔滨理工大学,生物科学类,广东,2025,物理类,543,91395
哈尔滨理工大学,化学类,广东,2025,物理类,533,107697
哈尔滨理工大学,材料类,广东,2025,物理类,530,111850
哈尔滨理工大学,计算机类,广东,2025,物理类,523,123574
哈尔滨理工大学,历史学类,广东,2025,物理类,516,135614
燕山大学,法学类,广东,2025,物理类,567,58485
哈尔滨工程大学,外国语言文学类,广东,2025,物理类,617,15954
哈尔滨工程大学(中外合作办学),艺术设计类,广东,2025,物理类,540,96144
哈尔滨工程大学(中外合作办学),生物科学类,广东,2025,物理类,598,28201
哈尔滨工程大学,化学类,广东,2025,物理类,630,9616
哈尔滨工程大学,材料类,广东,2025,物理类,627,10746
哈尔滨工程大学,计算机类,广东,2025,物理类,626,11323
哈尔滨工程大学,历史学类,广东,2025,物理类,630,9619
哈尔滨工程大学,地理科学类,广东,2025,物理类,622,13326
黑龙江科技大学,管理学类,广东,2025,物理类,502,161821
黑龙江科技大学,教育学类,广东,2025,物理类,494,176523
东北石油大学,管理学类,广东,2025,物理类,518,132936
