school,major,province,year,exam_type,min_score,min_rank
中国传媒大学,经济学类,广东,2024,物理类,604,19473
中国传媒大学(中外合作办学),管理学类,广东,2024,物理类,580,37261
中国传媒大学,教育学类,广东,2024,物理类,610,15867
中央财经大学,数学类,广东,2024,物理类,614,13853
中央财经大学(中外合作办学),物理学类,广东,2024,物理类,601,21505
对外经济贸易大学,物理学类,广东,2024,物理类,611,15363
对外经济贸易大学,体育学类,广东,2024,物理类,611,15357
北京物资学院,数学类,广东,2024,物理类,546,76243
北京物资学院,物理学类,广东,2024,物理类,546,75028
首都经济贸易大学,数学类,广东,2024,物理类,576,41029
中国人民公安大学,哲学类,广东,2024,物理类,608,17162
北京体育大学,体育学类,广东,2024,物理类,588,30768
北京体育大学,法学类,广东,2024,物理类,587,31463
北京体育大学(中外合作办学),经济学类,广东,2024,物理类,547,74647
北京体育大学(中外合作办学),管理学类,广东,2024,物理类,533,94685
北京体育大学,教育学类,广东,2024,物理类,585,32762
北京体育大学,新闻传播学类,广东,2024,物理类,588,30620
中国音乐学院,数学类,广东,2024,物理类,586,32552
中央美术学院,物理学类,广东,2024,物理类,577,40208
中央美术学院(中外合作办学),体育学类,广东,2024,物理类,577,39804
中央美术学院,法学类,广东,2024,物理类,607,17794
北京电影学院,数学类,广东,2024,物理类,590,29195
北京电影学院,物理学类,广东,2024,物理类,601,21271
北京电影学院,新闻传播学类,广东,2024,物理类,592,27700
北京电影学院,建筑类,广东,2024,物理类,595,25117
北京电影学院,外国语言文学类,广东,2024,物理类,593,26790
中央民族大学,法学类,广东,2024,物理类,600,21985
中央民族大学,经济学类,广东,2024,物理类,601,21410
中央民族大学(合作办学),教育学类,广东,2024,物理类,596,24774
中国政法大学,法学类,广东,2024,物理类,613,14448
中国政法大学,经济学类,广东,2024,物理类,611,15372
中国政法大学,管理学类,广东,2024,物理类,628,8255
华北电力大学(北京),物理学类,广东,2024,物理类,590,29146
华北电力大学(北京),体育学类,广东,2024,物理类,601,21168
南开大学,数学类,广东,2024,物理类,642,4387
南开大学,物理学类,广东,2024,物理类,641,4434
天津大学,物理学类,广东,2024,物理类,632,6799
天津大学,体育学类,广东,2024,物理类,628,8065
天津科技大学,物理学类,广东,2024,物理类,546,75328
天津科技大学(中外合作办学),体育学类,广东,2024,物理类,537,88316
天津科技大学,法学类,广东,2024,物理类,532,96192
天津科技大学(中外合作办学),经济学类,广东,2024,物理类,549,71700
天津工业大学,数学类,广东,2024,物理类,555,64137
天津工业大学,物理学类,广东,2024,物理类,576,40754
天津工业大学,体育学类,广东,2024,物理类,561,56721
天津工业大学,法学类,广东,2024,物理类,556,63244
天津工业大学,经济学类,广东,2024,物理类,560,58401
天津工业大学,管理学类,广东,2024,物理类,595,25421
天津工业大学(中外合作办学),教育学类,广东,2024,物理类,572,45570
中国民航大学,法学类,广东,2024,物理类,550,71000
中国民航大学,教育学类,广东,2024,物理类,552,67555
天津理工大学,哲学类,广东,2024,物理类,535,91606
天津理工大学(中外合作办学),数学类,广东,2024,物理类,537,88248
天津理工大学,物理学类,广东,2024,物理类,544,77934
天津理工大学(中外合作办学),体育学类,广东,2024,物理类,554,64963
天津农学院,哲学类,广东,2024,物理类,507,136054
天津农学院,数学类,广东,2024,物理类,505,139118
天津农学院,物理学类,广东,2024,物理类,496,155405
天津农学院,体育学类,广东,2024,物理类,521,112071
天津中医药大学,物理学类,广东,2024,物理类,545,76584
天津中医药大学,体育学类,广东,2024,物理类,547,74090
天津中医药大学,法学类,广东,2024,物理类,569,48302
天津中医药大学,经济学类,广东,2024,物理类,556,63130
天津中医药大学,管理学类,广东,2024,物理类,544,77729
天津中医药大学,教育学类,广东,2024,物理类,541,82520
天津师范大学,法学类,广东,2024,物理类,532,95089
天津师范大学,管理学类,广东,2024,物理类,566,51678
天津师范大学,教育学类,广东,2024,物理类,538,87041
天津师范大学,新闻传播学类,广东,2024,物理类,561,57076
天津师范大学,建筑类,广东,2024,物理类,569,48434
天津师范大学,外国语言文学类,广东,2024,物理类,552,67717
天津师范大学,艺术设计类,广东,2024,物理类,563,54804
天津师范大学,化学类,广东,2024,物理类,549,72038
天津师范大学,材料类,广东,2024,物理类,559,59650
天津职业技术师范大学,哲学类,广东,2024,物理类,521,112022
天津职业技术师范大学,数学类,广东,2024,物理类,506,137525
天津职业技术师范大学,物理学类,广东,2024,物理类,510,130128
天津外国语大学,管理学类,广东,2024,物理类,536,89111
天津外国语大学,教育学类,广东,2024,物理类,533,94533
天津外国语大学,外国语言文学类,广东,2024,物理类,567,50750
天津外国语大学,中国语言文学类,广东,2024,物理类,546,76001
天津商业大学,体育学类,广东,2024,物理类,516,120495
天津商业大学(中外合作办学),法学类,广东,2024,物理类,529,100898
天津商业大学,经济学类,广东,2024,物理类,520,114451
天津财经大学,物理学类,广东,2024,物理类,550,70755
天津财经大学(中外合作办学),体育学类,广东,2024,物理类,538,87123
天津财经大学,法学类,广东,2024,物理类,555,64189
天津财经大学,管理学类,广东,2024,物理类,547,74953
天津体育学院,数学类,广东,2024,物理类,502,144666
河北工程大学,哲学类,广东,2024,物理类,522,111719
河北工程大学,数学类,广东,2024,物理类,530,98638
河北工程大学,物理学类,广东,2024,物理类,549,72239
河北工程大学,体育学类,广东,2024,物理类,541,82282
河北工程大学,经济学类,广东,2024,物理类,526,104689
河北地质大学,数学类,广东,2024,物理类,513,126282
河北地质大学,物理学类,广东,2024,物理类,514,124006
华北水利水电大学,哲学类,广东,2024,物理类,546,75758
华北水利水电大学(中外合作办学),数学类,广东,2024,物理类,525,106059
华北电力大学(保定),物理学类,广东,2024,物理类,584,34305
华北电力大学(保定),体育学类,广东,2024,物理类,597,24010
河北工业大学,哲学类,广东,2024,物理类,600,21636
河北工业大学,数学类,广东,2024,物理类,591,28637
河北工业大学,物理学类,广东,2024,物理类,597,23607
河北工业大学,体育学类,广东,2024,物理类,604,19217
河北工业大学(联合培养),法学类,广东,2024,物理类,580,37396
河北工业大学(联合培养),经济学类,广东,2024,物理类,589,30124
华北理工大学(中外合作办学),体育学类,广东,2024,物理类,479,185964
华北理工大学,法学类,广东,2024,物理类,508,133212
华北理工大学,经济学类,广东,2024,物理类,524,108215
华北理工大学,管理学类,广东,2024,物理类,526,105246
华北理工大学,教育学类,广东,2024,物理类,526,104290
华北理工大学,外国语言文学类,广东,2024,物理类,560,57907
河北医科大学,数学类,广东,2024,物理类,532,96093
河北医科大学,物理学类,广东,2024,物理类,534,92155
河北医科大学,体育学类,广东,2024,物理类,536,90062
河北北方学院,哲学类,广东,2024,物理类,507,135935
承德医学院,哲学类,广东,2024,物理类,553,66501
河北师范大学,数学类,广东,2024,物理类,551,68877
河北师范大学,物理学类,广东,2024,物理类,550,70971
河北师范大学,体育学类,广东,2024,物理类,558,60199
河北师范大学,法学类,广东,2024,物理类,548,73336
衡水学院,数学类,广东,2024,物理类,494,158029
衡水学院,物理学类,广东,2024,物理类,492,162181
衡水学院(中外合作办学),体育学类,广东,2024,物理类,489,168047
邯郸学院,哲学类,广东,2024,物理类,490,165802
邯郸学院,数学类,广东,2024,物理类,493,159677
邢台学院,数学类,广东,2024,物理类,500,148327
沧州师范学院,物理学类,广东,2024,物理类,492,161651
石家庄铁道大学,数学类,广东,2024,物理类,532,95760
石家庄铁道大学,物理学类,广东,2024,物理类,532,96285
石家庄铁道大学,体育学类,广东,2024,物理类,563,55074
山西大学,数学类,广东,2024,物理类,545,76569
山西大学,物理学类,广东,2024,物理类,569,48524
太原科技大学,哲学类,广东,2024,物理类,525,106507
中北大学,物理学类,广东,2024,物理类,534,92215
中北大学,体育学类,广东,2024,物理类,525,106082
中北大学,法学类,广东,2024,物理类,544,78860
中北大学,经济学类,广东,2024,物理类,528,102046
中北大学,管理学类,广东,2024,物理类,530,99268
中北大学,教育学类,广东,2024,物理类,554,65053
太原理工大学,哲学类,广东,2024,物理类,584,33690
山西农业大学,物理学类,广东,2024,物理类,510,130495
山西农业大学,体育学类,广东,2024,物理类,504,141615
山西农业大学,法学类,广东,2024,物理类,506,136719
山西医科大学,哲学类,广东,2024,物理类,521,112651
山西医科大学,数学类,广东,2024,物理类,534,92402
长治医学院,哲学类,广东,2024,物理类,513,125833
长治医学院,数学类,广东,2024,物理类,526,104646
山西师范大学,数学类,广东,2024,物理类,537,88645
山西师范大学,物理学类,广东,2024,物理类,516,121480
山西师范大学,体育学类,广东,2024,物理类,507,136137
山西大同大学,数学类,广东,2024,物理类,538,86678
忻州师范学院,哲学类,广东,2024,物理类,496,154600
忻州师范学院,数学类,广东,2024,物理类,496,154917
忻州师范学院,物理学类,广东,2024,物理类,492,161664
山西财经大学,数学类,广东,2024,物理类,519,115172
山西财经大学,物理学类,广东,2024,物理类,537,87651
内蒙古大学,法学类,广东,2024,物理类,540,84001
内蒙古大学,经济学类,广东,2024,物理类,551,69892
内蒙古大学,管理学类,广东,2024,物理类,567,49972
内蒙古大学,教育学类,广东,2024,物理类,543,79896
内蒙古大学,新闻传播学类,广东,2024,物理类,579,38197
内蒙古大学,建筑类,广东,2024,物理类,569,47788
内蒙古大学,外国语言文学类,广东,2024,物理类,544,78298
内蒙古大学,中国语言文学类,广东,2024,物理类,543,80025
内蒙古科技大学,物理学类,广东,2024,物理类,494,158088
内蒙古科技大学,体育学类,广东,2024,物理类,493,161050
内蒙古科技大学,法学类,广东,2024,物理类,502,144905
内蒙古工业大学,哲学类,广东,2024,物理类,496,154555
内蒙古工业大学,数学类,广东,2024,物理类,495,157037
内蒙古工业大学,物理学类,广东,2024,物理类,500,148312
内蒙古工业大学,体育学类,广东,2024,物理类,496,154615
内蒙古工业大学,法学类,广东,2024,物理类,531,97212
内蒙古工业大学,经济学类,广东,2024,物理类,527,102729
内蒙古农业大学,数学类,广东,2024,物理类,497,153238
内蒙古农业大学,物理学类,广东,2024,物理类,490,165051
内蒙古农业大学,体育学类,广东,2024,物理类,492,161825
内蒙古医科大学,哲学类,广东,2024,物理类,493,160262
内蒙古医科大学,数学类,广东,2024,物理类,545,77349
内蒙古师范大学,数学类,广东,2024,物理类,489,167609
内蒙古师范大学,物理学类,广东,2024,物理类,519,115180
内蒙古民族大学,数学类,广东,2024,物理类,495,157180
内蒙古民族大学,物理学类,广东,2024,物理类,489,167127
内蒙古民族大学,体育学类,广东,2024,物理类,489,167074
内蒙古民族大学,法学类,广东,2024,物理类,496,155002
辽宁大学,外国语言文学类,广东,2024,物理类,564,53749
辽宁大学,中国语言文学类,广东,2024,物理类,575,42045
辽宁大学(中外合作办学),艺术设计类,广东,2024,物理类,565,52364
辽宁大学(中外合作办学),生物科学类,广东,2024,物理类,544,78148
辽宁大学(中外合作办学),化学类,广东,2024,物理类,545,77221
辽宁大学,材料类,广东,2024,物理类,580,37281
辽宁大学(联合培养),计算机类,广东,2024,物理类,583,34852
大连理工大学,数学类,广东,2024,物理类,630,7482
大连理工大学(中外合作办学),物理学类,广东,2024,物理类,612,15196
沈阳工业大学,数学类,广东,2024,物理类,516,120183
沈阳工业大学,物理学类,广东,2024,物理类,530,98781
沈阳工业大学,体育学类,广东,2024,物理类,530,98117
沈阳工业大学,法学类,广东,2024,物理类,535,90647
沈阳航空航天大学,哲学类,广东,2024,物理类,543,79727
沈阳理工大学,哲学类,广东,2024,物理类,536,89968
沈阳理工大学,数学类,广东,2024,物理类,530,98541
沈阳理工大学,物理学类,广东,2024,物理类,522,110721
沈阳理工大学,体育学类,广东,2024,物理类,551,68930
东北大学,哲学类,广东,2024,物理类,603,20204
东北大学,数学类,广东,2024,物理类,603,20061
东北大学,物理学类,广东,2024,物理类,614,13747
东北大学,体育学类,广东,2024,物理类,610,15756
东北大学,法学类,广东,2024,物理类,624,9454
东北大学,经济学类,广东,2024,物理类,609,16599
东北大学,管理学类,广东,2024,物理类,617,12246
东北大学(中外合作办学),教育学类,广东,2024,物理类,592,27591
东北大学(中外合作办学),新闻传播学类,广东,2024,物理类,595,25600
辽宁科技大学,哲学类,广东,2024,物理类,512,127217
辽宁科技大学(中外合作办学),数学类,广东,2024,物理类,490,164774
辽宁工程技术大学,数学类,广东,2024,物理类,532,95162
辽宁工程技术大学,物理学类,广东,2024,物理类,512,127533
辽宁工程技术大学,体育学类,广东,2024,物理类,537,87899
辽宁石油化工大学,哲学类,广东,2024,物理类,525,106600
辽宁石油化工大学(中外合作办学),数学类,广东,2024,物理类,515,122096
沈阳化工大学,哲学类,广东,2024,物理类,523,109496
沈阳化工大学,数学类,广东,2024,物理类,529,100247
沈阳化工大学,物理学类,广东,2024,物理类,515,122625
沈阳化工大学(中外合作办学),体育学类,广东,2024,物理类,513,125206
大连交通大学(中外合作办学),数学类,广东,2024,物理类,529,100646
大连交通大学,物理学类,广东,2024,物理类,522,110376
大连交通大学,体育学类,广东,2024,物理类,528,101610
大连交通大学,法学类,广东,2024,物理类,539,84831
大连交通大学(中外合作办学),经济学类,广东,2024,物理类,526,105531
大连海事大学,物理学类,广东,2024,物理类,576,41344
大连海事大学(中外合作办学),体育学类,广东,2024,物理类,596,24806
大连海事大学,法学类,广东,2024,物理类,581,36665
大连海事大学(中外合作办学),经济学类,广东,2024,物理类,571,45862
大连工业大学,体育学类,广东,2024,物理类,521,113122
大连工业大学,法学类,广东,2024,物理类,537,88817
大连工业大学,经济学类,广东,2024,物理类,517,118480
大连工业大学,管理学类,广东,2024,物理类,521,113223
大连工业大学,教育学类,广东,2024,物理类,520,114410
大连工业大学,建筑类,广东,2024,物理类,527,102733
大连工业大学,外国语言文学类,广东,2024,物理类,530,99274
大连工业大学,中国语言文学类,广东,2024,物理类,526,104556
大连工业大学(学术互认),艺术设计类,广东,2024,物理类,539,84674
大连工业大学(中外合作办学),生物科学类,广东,2024,物理类,530,98741
沈阳建筑大学,哲学类,广东,2024,物理类,544,78516
沈阳建筑大学,数学类,广东,2024,物理类,508,134641
沈阳建筑大学(中外合作办学),物理学类,广东,2024,物理类,504,141029
沈阳建筑大学,体育学类,广东,2024,物理类,506,138155
沈阳建筑大学(中外合作办学),法学类,广东,2024,物理类,519,116156
大连海洋大学,哲学类,广东,2024,物理类,505,138594
大连海洋大学,数学类,广东,2024,物理类,506,138145
大连海洋大学,物理学类,广东,2024,物理类,503,142884
中国医科大学,哲学类,广东,2024,物理类,574,42810
中国医科大学(中外合作办学),数学类,广东,2024,物理类,549,72258
锦州医科大学,哲学类,广东,2024,物理类,545,76869
锦州医科大学,数学类,广东,2024,物理类,508,133544
锦州医科大学(中外合作办学),物理学类,广东,2024,物理类,490,165727
大连医科大学,哲学类,广东,2024,物理类,572,45358
大连医科大学,数学类,广东,2024,物理类,601,20970
大连医科大学,物理学类,广东,2024,物理类,585,33204
辽宁中医药大学,哲学类,广东,2024,物理类,507,134930
沈阳药科大学,数学类,广东,2024,物理类,536,89842
沈阳药科大学,物理学类,广东,2024,物理类,521,113319
沈阳医学院,哲学类,广东,2024,物理类,550,70968
辽宁师范大学(中外合作办学),数学类,广东,2024,物理类,520,113861
渤海大学,物理学类,广东,2024,物理类,491,164379
渤海大学,体育学类,广东,2024,物理类,529,99846
鞍山师范学院,数学类,广东,2024,物理类,498,152189
大连外国语大学,物理学类,广东,2024,物理类,546,76067
大连外国语大学,体育学类,广东,2024,物理类,532,96431
大连外国语大学,法学类,广东,2024,物理类,544,78481
东北财经大学,新闻传播学类,广东,2024,物理类,555,64113
东北财经大学(中外合作办学),建筑类,广东,2024,物理类,538,85969
东北财经大学(中外合作办学),外国语言文学类,广东,2024,物理类,552,68214
东北财经大学(中外合作办学),中国语言文学类,广东,2024,物理类,574,43132
东北财经大学(中外合作办学),艺术设计类,广东,2024,物理类,556,63481
东北财经大学(中外合作办学),生物科学类,广东,2024,物理类,537,88730
东北财经大学(中外合作办学),化学类,广东,2024,物理类,555,63945
沈阳音乐学院,数学类,广东,2024,物理类,499,150359
吉林大学,经济学类,广东,2024,物理类,619,11407
吉林大学,管理学类,广东,2024,物理类,603,19791
吉林大学,教育学类,广东,2024,物理类,607,17900
吉林大学,新闻传播学类,广东,2024,物理类,605,18795
吉林大学,建筑类,广东,2024,物理类,618,12157
吉林大学,外国语言文学类,广东,2024,物理类,617,12262
吉林大学(联合培养),中国语言文学类,广东,2024,物理类,610,15953
吉林大学,艺术设计类,广东,2024,物理类,623,10077
吉林大学,化学类,广东,2024,物理类,618,12002
吉林大学,材料类,广东,2024,物理类,609,16282
延边大学,数学类,广东,2024,物理类,562,55335
延边大学,物理学类,广东,2024,物理类,571,46601
长春理工大学,体育学类,广东,2024,物理类,523,110109
长春理工大学,法学类,广东,2024,物理类,516,121426
长春理工大学,经济学类,广东,2024,物理类,529,100052
长春理工大学,管理学类,广东,2024,物理类,547,74069
长春理工大学,教育学类,广东,2024,物理类,560,58745
长春理工大学,新闻传播学类,广东,2024,物理类,524,108596
长春理工大学,建筑类,广东,2024,物理类,532,95043
长春理工大学(中外合作办学),外国语言文学类,广东,2024,物理类,554,65497
长春理工大学(中外合作办学),中国语言文学类,广东,2024,物理类,527,102842
长春理工大学(中外合作办学),艺术设计类,广东,2024,物理类,531,97709
长春理工大学,生物科学类,广东,2024,物理类,535,91188
东北电力大学,数学类,广东,2024,物理类,548,73475
东北电力大学,物理学类,广东,2024,物理类,566,51802
东北电力大学(中外合作办学),法学类,广东,2024,物理类,574,43530
长春工业大学,哲学类,广东,2024,物理类,513,126281
长春工业大学(中外合作办学),数学类,广东,2024,物理类,504,141214
长春工业大学,物理学类,广东,2024,物理类,540,83274
长春工业大学,体育学类,广东,2024,物理类,509,132187
长春工业大学,法学类,广东,2024,物理类,525,105851
长春工业大学,经济学类,广东,2024,物理类,537,88183
长春工业大学(中外合作办学),管理学类,广东,2024,物理类,521,112293
吉林建筑大学,哲学类,广东,2024,物理类,500,147353
吉林建筑大学(中外合作办学),数学类,广东,2024,物理类,506,138127
吉林建筑大学,物理学类,广东,2024,物理类,497,153047
吉林建筑大学(中外合作办学),体育学类,广东,2024,物理类,508,134481
吉林农业大学,哲学类,广东,2024,物理类,509,131999
吉林农业大学,数学类,广东,2024,物理类,505,139885
吉林农业大学,物理学类,广东,2024,物理类,510,131285
长春中医药大学,哲学类,广东,2024,物理类,534,92484
长春中医药大学,数学类,广东,2024,物理类,521,112724
东北师范大学,体育学类,广东,2024,物理类,588,30487
东北师范大学,法学类,广东,2024,物理类,596,24576
北华大学,物理学类,广东,2024,物理类,497,153925
北华大学,体育学类,广东,2024,物理类,512,127893
北华大学,法学类,广东,2024,物理类,509,131759
北华大学,经济学类,广东,2024,物理类,501,145694
吉林师范大学,物理学类,广东,2024,物理类,514,124702
长春师范大学,物理学类,广东,2024,物理类,525,106831
长春师范大学,体育学类,广东,2024,物理类,516,120397
白城师范学院,哲学类,广东,2024,物理类,495,157066
吉林财经大学,经济学类,广东,2024,物理类,527,103949
吉林财经大学(中外合作办学),管理学类,广东,2024,物理类,519,116397
吉林财经大学,教育学类,广东,2024,物理类,525,106261
黑龙江大学,数学类,广东,2024,物理类,521,113074
黑龙江大学,物理学类,广东,2024,物理类,510,129877
黑龙江大学,体育学类,广东,2024,物理类,507,134831
黑龙江大学,法学类,广东,2024,物理类,552,67910
哈尔滨工业大学(中外合作办学),哲学类,广东,2024,物理类,626,8917
哈尔滨工业大学(中外合作办学),数学类,广东,2024,物理类,605,18515
哈尔滨工业大学,物理学类,广东,2024,物理类,664,1117
哈尔滨工业大学(中外合作办学),体育学类,广东,2024,物理类,626,8878
哈尔滨工业大学(中外合作办学),经济学类,广东,2024,物理类,624,9654
哈尔滨工业大学(中外合作办学),管理学类,广东,2024,物理类,617,12663
哈尔滨理工大学,物理学类,广东,2024,物理类,527,103368
哈尔滨理工大学,体育学类,广东,2024,物理类,511,128484
哈尔滨理工大学,法学类,广东,2024,物理类,538,86937
哈尔滨理工大学,经济学类,广东,2024,物理类,527,103221
哈尔滨理工大学,管理学类,广东,2024,物理类,554,65611
哈尔滨理工大学,教育学类,广东,2024,物理类,538,86242
哈尔滨理工大学,新闻传播学类,广东,2024,物理类,539,85661
哈尔滨理工大学,建筑类,广东,2024,物理类,525,106490
哈尔滨理工大学,外国语言文学类,广东,2024,物理类,532,95622
哈尔滨理工大学,中国语言文学类,广东,2024,物理类,555,64060
燕山大学,物理学类,广东,2024,物理类,539,85665
燕山大学,体育学类,广东,2024,物理类,554,66021
哈尔滨工程大学,物理学类,广东,2024,物理类,609,16311
哈尔滨工程大学,体育学类,广东,2024,物理类,620,11291
哈尔滨工程大学(中外合作办学),法学类,广东,2024,物理类,577,40385
哈尔滨工程大学(中外合作办学),经济学类,广东,2024,物理类,601,21246
黑龙江科技大学,体育学类,广东,2024,物理类,504,141117
黑龙江科技大学,法学类,广东,2024,物理类,511,128297
东北石油大学,物理学类,广东,2024,物理类,521,113274
东北石油大学,体育学类,广东,2024,物理类,529,100944
东北石油大学,法学类,广东,2024,物理类,526,105369
佳木斯大学,物理学类,广东,2024,物理类,493,160965
佳木斯大学,体育学类,广东,2024,物理类,491,163414
佳木斯大学,法学类,广东,2024,物理类,492,161776
佳木斯大学,经济学类,广东,2024,物理类,504,140333
东北农业大学,体育学类,广东,2024,物理类,557,61275
东北农业大学,法学类,广东,2024,物理类,558,60589
东北农业大学,经济学类,广东,2024,物理类,563,55214
东北农业大学,管理学类,广东,2024,物理类,552,68339
东北农业大学,教育学类,广东,2024,物理类,563,54228
东北农业大学(中外合作办学),新闻传播学类,广东,2024,物理类,545,77490
东北农业大学(中外合作办学),建筑类,广东,2024,物理类,555,63641
东北农业大学(中外合作办学),外国语言文学类,广东,2024,物理类,548,72919
东北农业大学(中外合作办学),中国语言文学类,广东,2024,物理类,544,78361
东北林业大学,数学类,广东,2024,物理类,562,56098
东北林业大学,物理学类,广东,2024,物理类,567,50657
东北林业大学(中外合作办学),法学类,广东,2024,物理类,554,65996
东北林业大学(中外合作办学),经济学类,广东,2024,物理类,559,59679
东北林业大学(中外合作办学),管理学类,广东,2024,物理类,574,43552
哈尔滨医科大学,哲学类,广东,2024,物理类,542,81101
哈尔滨医科大学,数学类,广东,2024,物理类,553,66992
哈尔滨医科大学,物理学类,广东,2024,物理类,590,28970
黑龙江中医药大学,哲学类,广东,2024,物理类,511,128754
黑龙江中医药大学,数学类,广东,2024,物理类,509,131743
黑龙江中医药大学,物理学类,广东,2024,物理类,556,62558
牡丹江医科大学,哲学类,广东,2024,物理类,526,104443
牡丹江医科大学,数学类,广东,2024,物理类,538,87095
哈尔滨师范大学,体育学类,广东,2024,物理类,532,95958
哈尔滨师范大学,法学类,广东,2024,物理类,515,122484
哈尔滨师范大学,经济学类,广东,2024,物理类,545,76808
哈尔滨师范大学,管理学类,广东,2024,物理类,507,135733
齐齐哈尔大学,体育学类,广东,2024,物理类,496,154227
齐齐哈尔大学,法学类,广东,2024,物理类,498,151583
齐齐哈尔大学,经济学类,广东,2024,物理类,497,153601
齐齐哈尔大学,管理学类,广东,2024,物理类,490,166412
牡丹江师范学院,物理学类,广东,2024,物理类,493,161003
牡丹江师范学院,体育学类,广东,2024,物理类,491,163979
牡丹江师范学院,法学类,广东,2024,物理类,494,158407
哈尔滨学院,体育学类,广东,2024,物理类,493,159252
哈尔滨商业大学,物理学类,广东,2024,物理类,504,141605
哈尔滨商业大学,体育学类,广东,2024,物理类,498,151126
哈尔滨商业大学,法学类,广东,2024,物理类,496,154294
哈尔滨体育学院,物理学类,广东,2024,物理类,490,165386
哈尔滨金融学院,数学类,广东,2024,物理类,497,153693
复旦大学,物理学类,广东,2024,物理类,674,457
复旦大学,体育学类,广东,2024,物理类,687,111
复旦大学,法学类,广东,2024,物理类,677,316
复旦大学,经济学类,广东,2024,物理类,672,538
同济大学,数学类,广东,2024,物理类,650,2722
同济大学,物理学类,广东,2024,物理类,643,4165
同济大学(中外合作办学),体育学类,广东,2024,物理类,642,4348
同济大学,管理学类,广东,2024,物理类,643,4094
