school,major,province,year,exam_type,min_score,min_rank
北京物资学院,哲学类,广东,2024,历史类,532.0,21577.0
首都经济贸易大学,哲学类,广东,2024,历史类,571.0,8355.0
北京体育大学,哲学类,广东,2024,历史类,574.0,7703.0
北京体育大学,数学类,广东,2024,历史类,574.0,7733.0
北京体育大学(中外合作办学),物理学类,广东,2024,历史类,521.0,27258.0
中国音乐学院,哲学类,广东,2024,历史类,566.0,9685.0
中央美术学院,哲学类,广东,2024,历史类,582.0,5966.0
中央美术学院(中外合作办学),数学类,广东,2024,历史类,570.0,8599.0
中央戏剧学院,哲学类,广东,2024,历史类,565.0,9875.0
中国戏曲学院,哲学类,广东,2024,历史类,556.0,12450.0
中国戏曲学院,数学类,广东,2024,历史类,558.0,12004.0
北京电影学院,哲学类,广东,2024,历史类,580.0,6279.0
北京电影学院,体育学类,广东,2024,历史类,580.0,6346.0
北京电影学院,法学类,广东,2024,历史类,576.0,7270.0
北京电影学院,经济学类,广东,2024,历史类,573.0,7904.0
北京电影学院,管理学类,广东,2024,历史类,587.0,4890.0
北京电影学院,教育学类,广东,2024,历史类,573.0,7895.0
中央民族大学,数学类,广东,2024,历史类,601.0,2938.0
中国政法大学,哲学类,广东,2024,历史类,611.0,1773.0
中国政法大学,数学类,广东,2024,历史类,605.0,2361.0
中国政法大学,物理学类,广东,2024,历史类,606.0,2297.0
中国政法大学,体育学类,广东,2024,历史类,608.0,2094.0
华北电力大学(北京),数学类,广东,2024,历史类,579.0,6457.0
南开大学,哲学类,广东,2024,历史类,627.0,711.0
天津大学,哲学类,广东,2024,历史类,603.0,2667.0
天津大学(中外合作办学),数学类,广东,2024,历史类,597.0,3324.0
天津科技大学,哲学类,广东,2024,历史类,534.0,20950.0
天津科技大学(中外合作办学),数学类,广东,2024,历史类,530.0,22645.0
天津工业大学,哲学类,广东,2024,历史类,522.0,26680.0
中国民航大学,哲学类,广东,2024,历史类,544.0,17008.0
中国民航大学,体育学类,广东,2024,历史类,549.0,15088.0
天津中医药大学,哲学类,广东,2024,历史类,529.0,23107.0
天津中医药大学,数学类,广东,2024,历史类,458.0,69157.0
天津师范大学,哲学类,广东,2024,历史类,529.0,23368.0
天津师范大学,物理学类,广东,2024,历史类,518.0,28276.0
天津师范大学,体育学类,广东,2024,历史类,562.0,10806.0
天津外国语大学,哲学类,广东,2024,历史类,530.0,22612.0
天津外国语大学,数学类,广东,2024,历史类,527.0,24269.0
天津外国语大学,经济学类,广东,2024,历史类,547.0,15839.0
天津商业大学,哲学类,广东,2024,历史类,519.0,27949.0
天津商业大学,数学类,广东,2024,历史类,516.0,29706.0
天津商业大学(中外合作办学),物理学类,广东,2024,历史类,509.0,33401.0
天津财经大学,哲学类,广东,2024,历史类,539.0,18636.0
天津财经大学(中外合作办学),数学类,广东,2024,历史类,530.0,22900.0
天津体育学院,哲学类,广东,2024,历史类,499.0,39772.0
天津美术学院,哲学类,广东,2024,历史类,506.0,35405.0
河北地质大学,哲学类,广东,2024,历史类,507.0,34854.0
华北电力大学(保定),数学类,广东,2024,历史类,570.0,8621.0
华北理工大学(中外合作办学),哲学类,广东,2024,历史类,494.0,42646.0
华北理工大学,数学类,广东,2024,历史类,531.0,22372.0
华北理工大学,物理学类,广东,2024,历史类,506.0,35442.0
河北医科大学,哲学类,广东,2024,历史类,529.0,22948.0
河北师范大学,哲学类,广东,2024,历史类,557.0,12174.0
衡水学院,哲学类,广东,2024,历史类,495.0,42335.0
邢台学院,哲学类,广东,2024,历史类,493.0,43361.0
沧州师范学院,哲学类,广东,2024,历史类,495.0,42204.0
沧州师范学院,数学类,广东,2024,历史类,495.0,41933.0
石家庄铁道大学,哲学类,广东,2024,历史类,510.0,32933.0
山西大学,哲学类,广东,2024,历史类,558.0,12083.0
中北大学,哲学类,广东,2024,历史类,516.0,29698.0
中北大学,数学类,广东,2024,历史类,511.0,32530.0
山西农业大学,哲学类,广东,2024,历史类,498.0,40304.0
山西农业大学,数学类,广东,2024,历史类,503.0,36978.0
山西师范大学,哲学类,广东,2024,历史类,524.0,25614.0
山西大同大学,哲学类,广东,2024,历史类,493.0,43498.0
山西财经大学,哲学类,广东,2024,历史类,508.0,34153.0
内蒙古大学,哲学类,广东,2024,历史类,549.0,15076.0
内蒙古大学,数学类,广东,2024,历史类,550.0,14753.0
内蒙古大学,物理学类,广东,2024,历史类,547.0,15487.0
内蒙古大学,体育学类,广东,2024,历史类,543.0,17230.0
内蒙古科技大学,哲学类,广东,2024,历史类,492.0,43877.0
内蒙古科技大学,数学类,广东,2024,历史类,495.0,42249.0
内蒙古农业大学,哲学类,广东,2024,历史类,493.0,43433.0
内蒙古师范大学,哲学类,广东,2024,历史类,500.0,38687.0
内蒙古民族大学,哲学类,广东,2024,历史类,491.0,44613.0
辽宁大学,哲学类,广东,2024,历史类,569.0,8920.0
辽宁大学(联合培养),数学类,广东,2024,历史类,563.0,10445.0
辽宁大学,物理学类,广东,2024,历史类,563.0,10393.0
辽宁大学(联合培养),体育学类,广东,2024,历史类,545.0,16630.0
辽宁大学(中外合作办学),法学类,广东,2024,历史类,552.0,13990.0
辽宁大学(中外合作办学),经济学类,广东,2024,历史类,541.0,17999.0
辽宁大学(中外合作办学),管理学类,广东,2024,历史类,551.0,14307.0
辽宁大学(中外合作办学),教育学类,广东,2024,历史类,566.0,9630.0
辽宁大学(中外合作办学),新闻传播学类,广东,2024,历史类,555.0,12828.0
辽宁大学(中外合作办学),建筑类,广东,2024,历史类,545.0,16623.0
大连理工大学,哲学类,广东,2024,历史类,588.0,4705.0
沈阳工业大学,哲学类,广东,2024,历史类,505.0,35847.0
辽宁工程技术大学,哲学类,广东,2024,历史类,492.0,43867.0
大连交通大学(中外合作办学),哲学类,广东,2024,历史类,499.0,39905.0
大连海事大学,哲学类,广东,2024,历史类,570.0,8629.0
大连海事大学(中外合作办学),数学类,广东,2024,历史类,591.0,4338.0
大连工业大学,哲学类,广东,2024,历史类,510.0,32708.0
大连工业大学,数学类,广东,2024,历史类,490.0,45817.0
大连工业大学,物理学类,广东,2024,历史类,493.0,43743.0
沈阳药科大学,哲学类,广东,2024,历史类,527.0,23921.0
辽宁师范大学(中外合作办学),哲学类,广东,2024,历史类,488.0,46817.0
沈阳师范大学(中外合作办学),哲学类,广东,2024,历史类,485.0,48666.0
渤海大学,哲学类,广东,2024,历史类,498.0,40524.0
渤海大学,数学类,广东,2024,历史类,515.0,30067.0
鞍山师范学院,哲学类,广东,2024,历史类,493.0,43178.0
大连外国语大学,哲学类,广东,2024,历史类,546.0,15955.0
大连外国语大学,数学类,广东,2024,历史类,529.0,23183.0
东北财经大学,哲学类,广东,2024,历史类,545.0,16349.0
东北财经大学,数学类,广东,2024,历史类,571.0,8346.0
东北财经大学(中外合作办学),物理学类,广东,2024,历史类,547.0,15514.0
东北财经大学(中外合作办学),体育学类,广东,2024,历史类,537.0,19796.0
东北财经大学(中外合作办学),法学类,广东,2024,历史类,556.0,12717.0
东北财经大学(中外合作办学),经济学类,广东,2024,历史类,552.0,13826.0
东北财经大学(中外合作办学),管理学类,广东,2024,历史类,536.0,20018.0
东北财经大学(中外合作办学),教育学类,广东,2024,历史类,546.0,16134.0
沈阳音乐学院,哲学类,广东,2024,历史类,494.0,42931.0
吉林大学,哲学类,广东,2024,历史类,597.0,3339.0
吉林大学,数学类,广东,2024,历史类,603.0,2599.0
吉林大学,物理学类,广东,2024,历史类,600.0,2989.0
吉林大学,体育学类,广东,2024,历史类,603.0,2609.0
吉林大学,法学类,广东,2024,历史类,597.0,3350.0
吉林大学,计算机类,广东,2024,历史类,626.0,765.0
延边大学,哲学类,广东,2024,历史类,524.0,25672.0
长春理工大学,哲学类,广东,2024,历史类,510.0,32862.0
长春理工大学,数学类,广东,2024,历史类,499.0,39298.0
长春理工大学,物理学类,广东,2024,历史类,502.0,37909.0
东北电力大学,哲学类,广东,2024,历史类,519.0,27762.0
东北师范大学,哲学类,广东,2024,历史类,596.0,3458.0
东北师范大学,数学类,广东,2024,历史类,587.0,5010.0
东北师范大学,物理学类,广东,2024,历史类,602.0,2747.0
东北师范大学,建筑类,广东,2024,历史类,586.0,5022.0
北华大学,哲学类,广东,2024,历史类,500.0,38886.0
北华大学,数学类,广东,2024,历史类,498.0,40454.0
吉林师范大学,哲学类,广东,2024,历史类,505.0,36103.0
吉林师范大学,数学类,广东,2024,历史类,531.0,22280.0
长春师范大学,哲学类,广东,2024,历史类,500.0,39261.0
长春师范大学,数学类,广东,2024,历史类,521.0,26988.0
吉林财经大学,哲学类,广东,2024,历史类,517.0,28916.0
吉林财经大学,物理学类,广东,2024,历史类,520.0,27390.0
吉林财经大学(中外合作办学),体育学类,广东,2024,历史类,507.0,34544.0
黑龙江大学,哲学类,广东,2024,历史类,505.0,35923.0
哈尔滨理工大学,哲学类,广东,2024,历史类,500.0,39165.0
哈尔滨理工大学,数学类,广东,2024,历史类,497.0,41150.0
燕山大学,哲学类,广东,2024,历史类,522.0,26548.0
燕山大学,数学类,广东,2024,历史类,537.0,19453.0
哈尔滨工程大学,哲学类,广东,2024,历史类,575.0,7319.0
黑龙江科技大学,哲学类,广东,2024,历史类,494.0,42777.0
黑龙江科技大学,数学类,广东,2024,历史类,494.0,42981.0
黑龙江科技大学,物理学类,广东,2024,历史类,499.0,39793.0
东北石油大学,哲学类,广东,2024,历史类,524.0,25348.0
东北石油大学,数学类,广东,2024,历史类,507.0,34802.0
佳木斯大学,哲学类,广东,2024,历史类,492.0,44211.0
佳木斯大学,数学类,广东,2024,历史类,500.0,38877.0
东北农业大学,哲学类,广东,2024,历史类,565.0,9793.0
东北农业大学,数学类,广东,2024,历史类,556.0,12452.0
东北农业大学(中外合作办学),物理学类,广东,2024,历史类,543.0,17196.0
东北林业大学,哲学类,广东,2024,历史类,558.0,11919.0
哈尔滨师范大学,哲学类,广东,2024,历史类,523.0,26277.0
哈尔滨师范大学,数学类,广东,2024,历史类,498.0,40529.0
哈尔滨师范大学,物理学类,广东,2024,历史类,541.0,17982.0
齐齐哈尔大学,哲学类,广东,2024,历史类,493.0,43629.0
齐齐哈尔大学,数学类,广东,2024,历史类,493.0,43126.0
齐齐哈尔大学,物理学类,广东,2024,历史类,493.0,43388.0
牡丹江师范学院,哲学类,广东,2024,历史类,492.0,44219.0
牡丹江师范学院,数学类,广东,2024,历史类,492.0,43868.0
哈尔滨学院,哲学类,广东,2024,历史类,493.0,43663.0
哈尔滨学院,数学类,广东,2024,历史类,493.0,43214.0
哈尔滨学院,物理学类,广东,2024,历史类,499.0,39872.0
哈尔滨商业大学,哲学类,广东,2024,历史类,490.0,45385.0
哈尔滨商业大学,数学类,广东,2024,历史类,500.0,39063.0
哈尔滨体育学院,哲学类,广东,2024,历史类,490.0,45247.0
哈尔滨体育学院,数学类,广东,2024,历史类,491.0,44523.0
哈尔滨金融学院,哲学类,广东,2024,历史类,491.0,44765.0
复旦大学,哲学类,广东,2024,历史类,656.0,69.0
复旦大学,数学类,广东,2024,历史类,652.0,113.0
同济大学,哲学类,广东,2024,历史类,630.0,568.0
上海交通大学,哲学类,广东,2024,历史类,656.0,68.0
华东理工大学,哲学类,广东,2024,历史类,588.0,4815.0
上海理工大学,哲学类,广东,2024,历史类,565.0,9729.0
上海理工大学(中外合作办学),数学类,广东,2024,历史类,539.0,18742.0
上海海事大学,哲学类,广东,2024,历史类,547.0,15665.0
东华大学,哲学类,广东,2024,历史类,588.0,4677.0
上海海洋大学,哲学类,广东,2024,历史类,554.0,13080.0
上海海洋大学(中外合作办学),数学类,广东,2024,历史类,530.0,22457.0
华东师范大学,哲学类,广东,2024,历史类,611.0,1760.0
上海师范大学(中外合作办学),哲学类,广东,2024,历史类,552.0,13954.0
上海外国语大学,哲学类,广东,2024,历史类,602.0,2792.0
上海外国语大学(中外合作办学),数学类,广东,2024,历史类,598.0,3252.0
上海外国语大学,物理学类,广东,2024,历史类,613.0,1629.0
上海财经大学,哲学类,广东,2024,历史类,605.0,2441.0
上海财经大学,数学类,广东,2024,历史类,612.0,1659.0
上海海关学院,哲学类,广东,2024,历史类,551.0,14385.0
华东政法大学,哲学类,广东,2024,历史类,605.0,2429.0
上海体育大学,哲学类,广东,2024,历史类,555.0,12973.0
上海音乐学院,哲学类,广东,2024,历史类,560.0,11225.0
上海戏剧学院,哲学类,广东,2024,历史类,561.0,10922.0
南京大学,哲学类,广东,2024,历史类,641.0,249.0
苏州大学,哲学类,广东,2024,历史类,594.0,3811.0
苏州大学,数学类,广东,2024,历史类,596.0,3468.0
苏州大学,物理学类,广东,2024,历史类,595.0,3594.0
苏州大学,体育学类,广东,2024,历史类,599.0,3066.0
东南大学,哲学类,广东,2024,历史类,617.0,1308.0
南京理工大学,哲学类,广东,2024,历史类,575.0,7479.0
江苏科技大学,哲学类,广东,2024,历史类,519.0,28095.0
中国矿业大学,哲学类,广东,2024,历史类,575.0,7418.0
南京工业大学,哲学类,广东,2024,历史类,536.0,20066.0
常州大学,哲学类,广东,2024,历史类,522.0,26430.0
河海大学,物理学类,广东,2024,历史类,579.0,6536.0
江南大学,哲学类,广东,2024,历史类,579.0,6445.0
江南大学,数学类,广东,2024,历史类,572.0,8066.0
江南大学(中外合作办学),物理学类,广东,2024,历史类,575.0,7380.0
南京林业大学,哲学类,广东,2024,历史类,560.0,11450.0
南京林业大学,数学类,广东,2024,历史类,562.0,10721.0
江苏大学,哲学类,广东,2024,历史类,573.0,7925.0
南京信息工程大学,哲学类,广东,2024,历史类,560.0,11136.0
南京信息工程大学,数学类,广东,2024,历史类,543.0,17438.0
南京信息工程大学,物理学类,广东,2024,历史类,563.0,10410.0
南通大学,哲学类,广东,2024,历史类,535.0,20337.0
南通大学,数学类,广东,2024,历史类,531.0,22199.0
南通大学,物理学类,广东,2024,历史类,530.0,22624.0
南通大学,体育学类,广东,2024,历史类,542.0,17544.0
南京农业大学,哲学类,广东,2024,历史类,574.0,7618.0
南京医科大学,哲学类,广东,2024,历史类,562.0,10751.0
中国药科大学,哲学类,广东,2024,历史类,578.0,6823.0
南京师范大学,哲学类,广东,2024,历史类,588.0,4714.0
江苏师范大学,哲学类,广东,2024,历史类,528.0,23749.0
江苏师范大学,数学类,广东,2024,历史类,526.0,24790.0
江苏师范大学,物理学类,广东,2024,历史类,528.0,23521.0
江苏师范大学,体育学类,广东,2024,历史类,525.0,24842.0
盐城师范学院,哲学类,广东,2024,历史类,533.0,21455.0
南京财经大学,物理学类,广东,2024,历史类,541.0,18216.0
南京艺术学院,哲学类,广东,2024,历史类,527.0,23946.0
苏州科技大学,哲学类,广东,2024,历史类,531.0,22286.0
浙江大学,哲学类,广东,2024,历史类,640.0,271.0
杭州电子科技大学,哲学类,广东,2024,历史类,536.0,20061.0
浙江理工大学,哲学类,广东,2024,历史类,535.0,20628.0
浙江农林大学,哲学类,广东,2024,历史类,527.0,24122.0
浙江中医药大学,哲学类,广东,2024,历史类,530.0,22785.0
浙江中医药大学,数学类,广东,2024,历史类,529.0,23362.0
浙江中医药大学,物理学类,广东,2024,历史类,507.0,34634.0
浙江师范大学,哲学类,广东,2024,历史类,536.0,20091.0
浙江师范大学,数学类,广东,2024,历史类,518.0,28517.0
浙江师范大学,物理学类,广东,2024,历史类,544.0,17029.0
浙江师范大学,体育学类,广东,2024,历史类,573.0,7792.0
浙江师范大学(中外合作办学),法学类,广东,2024,历史类,529.0,22918.0
杭州师范大学,哲学类,广东,2024,历史类,534.0,20819.0
湖州师范学院,哲学类,广东,2024,历史类,524.0,25440.0
绍兴文理学院,哲学类,广东,2024,历史类,508.0,33875.0
温州大学,哲学类,广东,2024,历史类,539.0,18913.0
温州大学,数学类,广东,2024,历史类,525.0,24986.0
温州大学,物理学类,广东,2024,历史类,532.0,21871.0
浙江工商大学,哲学类,广东,2024,历史类,541.0,17977.0
浙江工商大学,数学类,广东,2024,历史类,537.0,19702.0
中国美术学院,哲学类,广东,2024,历史类,535.0,20680.0
中国美术学院,体育学类,广东,2024,历史类,554.0,13218.0
安徽大学,哲学类,广东,2024,历史类,569.0,8777.0
合肥工业大学,哲学类,广东,2024,历史类,571.0,8441.0
合肥工业大学,数学类,广东,2024,历史类,582.0,5973.0
安徽工业大学,哲学类,广东,2024,历史类,518.0,28661.0
安徽农业大学,哲学类,广东,2024,历史类,518.0,28639.0
安徽师范大学,哲学类,广东,2024,历史类,544.0,16711.0
安庆师范大学,哲学类,广东,2024,历史类,498.0,40093.0
淮北师范大学,哲学类,广东,2024,历史类,539.0,18767.0
淮北师范大学,数学类,广东,2024,历史类,512.0,32015.0
淮北师范大学,物理学类,广东,2024,历史类,526.0,24479.0
滁州学院,哲学类,广东,2024,历史类,494.0,42618.0
滁州学院,数学类,广东,2024,历史类,494.0,42631.0
安徽财经大学,哲学类,广东,2024,历史类,523.0,25893.0
安徽财经大学,数学类,广东,2024,历史类,533.0,21546.0
铜陵学院,哲学类,广东,2024,历史类,490.0,45206.0
厦门大学,哲学类,广东,2024,历史类,616.0,1403.0
厦门大学,数学类,广东,2024,历史类,630.0,558.0
厦门大学(马来西亚分校),物理学类,广东,2024,历史类,590.0,4367.0
华侨大学,哲学类,广东,2024,历史类,531.0,22407.0
华侨大学,体育学类,广东,2024,历史类,548.0,15287.0
福州大学,哲学类,广东,2024,历史类,579.0,6585.0
福建理工大学,哲学类,广东,2024,历史类,537.0,19731.0
福建农林大学,哲学类,广东,2024,历史类,534.0,20939.0
福建农林大学(中外合作办学),数学类,广东,2024,历史类,497.0,40858.0
福建农林大学(中外合作办学),物理学类,广东,2024,历史类,480.0,52566.0
集美大学,哲学类,广东,2024,历史类,533.0,21151.0
集美大学,数学类,广东,2024,历史类,551.0,14316.0
福建师范大学,哲学类,广东,2024,历史类,571.0,8411.0
福建师范大学,数学类,广东,2024,历史类,550.0,14681.0
福建师范大学,物理学类,广东,2024,历史类,572.0,8036.0
福建师范大学,体育学类,广东,2024,历史类,581.0,6008.0
福建师范大学(中外合作办学),法学类,广东,2024,历史类,509.0,33224.0
闽江学院,哲学类,广东,2024,历史类,521.0,27121.0
武夷学院,哲学类,广东,2024,历史类,496.0,41586.0
泉州师范学院,哲学类,广东,2024,历史类,529.0,23246.0
泉州师范学院,数学类,广东,2024,历史类,516.0,29707.0
南昌大学,哲学类,广东,2024,历史类,574.0,7605.0
南昌大学,数学类,广东,2024,历史类,574.0,7727.0
华东交通大学,哲学类,广东,2024,历史类,531.0,22233.0
华东交通大学,数学类,广东,2024,历史类,532.0,21622.0
华东交通大学(联合培养),物理学类,广东,2024,历史类,507.0,34491.0
东华理工大学(联合培养),哲学类,广东,2024,历史类,501.0,38132.0
东华理工大学,数学类,广东,2024,历史类,512.0,31497.0
南昌航空大学,哲学类,广东,2024,历史类,520.0,27739.0
江西理工大学,哲学类,广东,2024,历史类,512.0,31686.0
江西理工大学,数学类,广东,2024,历史类,520.0,27635.0
景德镇陶瓷大学,哲学类,广东,2024,历史类,530.0,22820.0
景德镇陶瓷大学,数学类,广东,2024,历史类,513.0,31320.0
江西农业大学,数学类,广东,2024,历史类,512.0,31970.0
江西中医药大学,哲学类,广东,2024,历史类,524.0,25377.0
江西师范大学,哲学类,广东,2024,历史类,559.0,11687.0
江西师范大学,数学类,广东,2024,历史类,530.0,22781.0
江西师范大学,物理学类,广东,2024,历史类,555.0,12860.0
江西师范大学,体育学类,广东,2024,历史类,577.0,6845.0
江西师范大学,中国语言文学类,广东,2024,历史类,520.0,27634.0
上饶师范学院,哲学类,广东,2024,历史类,496.0,41638.0
上饶师范学院,数学类,广东,2024,历史类,498.0,40149.0
上饶师范学院,物理学类,广东,2024,历史类,499.0,39824.0
上饶师范学院,体育学类,广东,2024,历史类,499.0,39622.0
上饶师范学院,法学类,广东,2024,历史类,496.0,41346.0
上饶师范学院,经济学类,广东,2024,历史类,495.0,42075.0
上饶师范学院,管理学类,广东,2024,历史类,501.0,38567.0
宜春学院,哲学类,广东,2024,历史类,496.0,41404.0
宜春学院,数学类,广东,2024,历史类,493.0,43448.0
宜春学院,物理学类,广东,2024,历史类,493.0,43225.0
赣南师范大学,哲学类,广东,2024,历史类,520.0,27397.0
赣南师范大学,数学类,广东,2024,历史类,525.0,25295.0
赣南师范大学,物理学类,广东,2024,历史类,522.0,26393.0
赣南师范大学,体育学类,广东,2024,历史类,490.0,45534.0
赣南师范大学,法学类,广东,2024,历史类,517.0,28841.0
赣南师范大学,经济学类,广东,2024,历史类,535.0,20704.0
赣南师范大学,管理学类,广东,2024,历史类,536.0,20109.0
赣南师范大学,环境科学与工程类,广东,2024,历史类,498.0,40429.0
井冈山大学,哲学类,广东,2024,历史类,510.0,32769.0
江西财经大学,哲学类,广东,2024,历史类,544.0,16716.0
江西财经大学,数学类,广东,2024,历史类,551.0,14147.0
江西财经大学,建筑类,广东,2024,历史类,547.0,15615.0
山东大学,哲学类,广东,2024,历史类,603.0,2620.0
中国海洋大学,哲学类,广东,2024,历史类,596.0,3454.0
中国海洋大学,数学类,广东,2024,历史类,596.0,3519.0
中国海洋大学,物理学类,广东,2024,历史类,600.0,3037.0
中国海洋大学(中外合作办学),体育学类,广东,2024,历史类,591.0,4249.0
山东科技大学,哲学类,广东,2024,历史类,531.0,22447.0
中国石油大学(华东),哲学类,广东,2024,历史类,572.0,8000.0
中国石油大学(华东),经济学类,广东,2024,历史类,573.0,7988.0
济南大学,哲学类,广东,2024,历史类,521.0,26818.0
济南大学,数学类,广东,2024,历史类,533.0,21321.0
济南大学,物理学类,广东,2024,历史类,530.0,22715.0
济南大学,体育学类,广东,2024,历史类,549.0,15051.0
青岛理工大学,哲学类,广东,2024,历史类,522.0,26431.0
青岛理工大学,数学类,广东,2024,历史类,512.0,31768.0
山东建筑大学,哲学类,广东,2024,历史类,511.0,32109.0
山东建筑大学,数学类,广东,2024,历史类,523.0,26291.0
齐鲁工业大学,哲学类,广东,2024,历史类,503.0,37377.0
山东农业大学,哲学类,广东,2024,历史类,515.0,30421.0
山东第一医科大学,哲学类,广东,2024,历史类,499.0,39457.0
山东中医药大学,哲学类,广东,2024,历史类,490.0,45622.0
山东师范大学,哲学类,广东,2024,历史类,562.0,10714.0
山东师范大学,数学类,广东,2024,历史类,534.0,21022.0
山东师范大学,物理学类,广东,2024,历史类,533.0,21342.0
山东师范大学,体育学类,广东,2024,历史类,550.0,14520.0
山东师范大学,法学类,广东,2024,历史类,581.0,6016.0
山东师范大学,经济学类,广东,2024,历史类,507.0,34668.0
山东师范大学(中外合作办学),材料类,广东,2024,历史类,503.0,37207.0
山东航空学院,哲学类,广东,2024,历史类,506.0,35399.0
鲁东大学,哲学类,广东,2024,历史类,478.0,54314.0
临沂大学,哲学类,广东,2024,历史类,518.0,28591.0
菏泽学院,哲学类,广东,2024,历史类,498.0,40440.0
山东财经大学,哲学类,广东,2024,历史类,531.0,22383.0
山东艺术学院,哲学类,广东,2024,历史类,491.0,44676.0
郑州大学,哲学类,广东,2024,历史类,580.0,6370.0
河南理工大学,哲学类,广东,2024,历史类,502.0,37528.0
河南理工大学,数学类,广东,2024,历史类,507.0,34729.0
郑州轻工业大学,哲学类,广东,2024,历史类,510.0,33148.0
河南工业大学,哲学类,广东,2024,历史类,524.0,25598.0
河南工业大学,数学类,广东,2024,历史类,516.0,29602.0
河南科技大学,哲学类,广东,2024,历史类,514.0,30699.0
中原工学院,哲学类,广东,2024,历史类,509.0,33254.0
河南农业大学,哲学类,广东,2024,历史类,503.0,37159.0
河南农业大学,数学类,广东,2024,历史类,505.0,36006.0
河南科技学院,哲学类,广东,2024,历史类,493.0,43660.0
河南科技学院,数学类,广东,2024,历史类,512.0,31712.0
河南大学,哲学类,广东,2024,历史类,532.0,21826.0
河南大学,数学类,广东,2024,历史类,533.0,21463.0
河南大学(中外合作办学),物理学类,广东,2024,历史类,531.0,22400.0
河南大学,体育学类,广东,2024,历史类,559.0,11765.0
河南师范大学,哲学类,广东,2024,历史类,537.0,19707.0
河南师范大学,数学类,广东,2024,历史类,535.0,20619.0
周口师范学院,哲学类,广东,2024,历史类,493.0,43292.0
南阳师范学院,哲学类,广东,2024,历史类,496.0,41540.0
南阳师范学院,数学类,广东,2024,历史类,494.0,42670.0
南阳师范学院(中外合作办学),物理学类,广东,2024,历史类,471.0,59025.0
洛阳师范学院,哲学类,广东,2024,历史类,492.0,43997.0
商丘师范学院,哲学类,广东,2024,历史类,493.0,43385.0
河南财经政法大学,哲学类,广东,2024,历史类,539.0,18684.0
郑州航空工业管理学院,哲学类,广东,2024,历史类,502.0,37591.0
武汉大学,哲学类,广东,2024,历史类,631.0,545.0
华中科技大学,数学类,广东,2024,历史类,609.0,2003.0
武汉科技大学,哲学类,广东,2024,历史类,532.0,21970.0
武汉科技大学,数学类,广东,2024,历史类,531.0,22379.0
长江大学,哲学类,广东,2024,历史类,529.0,23258.0
中国地质大学(武汉),哲学类,广东,2024,历史类,576.0,7082.0
中国地质大学(武汉),物理学类,广东,2024,历史类,584.0,5430.0
武汉纺织大学,哲学类,广东,2024,历史类,521.0,26895.0
武汉纺织大学,数学类,广东,2024,历史类,523.0,25842.0
武汉轻工大学,哲学类,广东,2024,历史类,532.0,21948.0
武汉轻工大学,数学类,广东,2024,历史类,523.0,25857.0
武汉理工大学,哲学类,广东,2024,历史类,577.0,6859.0
武汉理工大学(中外合作办学),数学类,广东,2024,历史类,579.0,6437.0
武汉理工大学,物理学类,广东,2024,历史类,585.0,5349.0
湖北工业大学,数学类,广东,2024,历史类,520.0,27700.0
