school,major,province,year,exam_type,min_score,min_rank
河北医科大学,哲学类,广东,2023,历史类,521.0,27789.0
河北师范大学,哲学类,广东,2023,历史类,550.0,15268.0
河北师范大学,数学类,广东,2023,历史类,561.0,11450.0
衡水学院,哲学类,广东,2023,历史类,491.0,45939.0
邯郸学院,哲学类,广东,2023,历史类,490.0,46564.0
邢台学院,哲学类,广东,2023,历史类,493.0,44237.0
沧州师范学院,哲学类,广东,2023,历史类,497.0,41987.0
沧州师范学院,数学类,广东,2023,历史类,495.0,42956.0
石家庄铁道大学,哲学类,广东,2023,历史类,507.0,35507.0
山西大学,哲学类,广东,2023,历史类,550.0,15257.0
山西大学,数学类,广东,2023,历史类,564.0,10832.0
山西大学,物理学类,广东,2023,历史类,558.0,12567.0
山西大学,经济学类,广东,2023,历史类,577.0,7401.0
中北大学,哲学类,广东,2023,历史类,511.0,33185.0
中北大学,数学类,广东,2023,历史类,511.0,32900.0
山西农业大学,哲学类,广东,2023,历史类,497.0,41994.0
山西农业大学,数学类,广东,2023,历史类,467.0,64368.0
山西师范大学,哲学类,广东,2023,历史类,534.0,21567.0
山西师范大学,数学类,广东,2023,历史类,550.0,15127.0
山西师范大学,物理学类,广东,2023,历史类,545.0,17053.0
山西师范大学,教育学类,广东,2023,历史类,502.0,38234.0
山西大同大学,哲学类,广东,2023,历史类,494.0,43761.0
山西财经大学,哲学类,广东,2023,历史类,510.0,33699.0
内蒙古大学,哲学类,广东,2023,历史类,560.0,12023.0
内蒙古大学,数学类,广东,2023,历史类,543.0,18005.0
内蒙古大学,物理学类,广东,2023,历史类,558.0,12369.0
内蒙古大学,体育学类,广东,2023,历史类,555.0,13329.0
内蒙古大学,法学类,广东,2023,历史类,560.0,12031.0
内蒙古大学,经济学类,广东,2023,历史类,568.0,9564.0
内蒙古科技大学,哲学类,广东,2023,历史类,491.0,45567.0
内蒙古农业大学,哲学类,广东,2023,历史类,495.0,43051.0
内蒙古师范大学,哲学类,广东,2023,历史类,502.0,38163.0
内蒙古民族大学,哲学类,广东,2023,历史类,506.0,36261.0
内蒙古民族大学,数学类,广东,2023,历史类,491.0,45749.0
辽宁大学,哲学类,广东,2023,历史类,568.0,9540.0
辽宁大学,数学类,广东,2023,历史类,569.0,9321.0
辽宁大学(中外合作办学),体育学类,广东,2023,历史类,559.0,12286.0
辽宁大学(联合培养),经济学类,广东,2023,历史类,540.0,19183.0
辽宁大学(联合培养),管理学类,广东,2023,历史类,558.0,12371.0
辽宁大学(中外合作办学),教育学类,广东,2023,历史类,550.0,15113.0
辽宁大学(中外合作办学),新闻传播学类,广东,2023,历史类,557.0,12781.0
辽宁大学(中外合作办学),建筑类,广东,2023,历史类,560.0,11824.0
辽宁大学(中外合作办学),外国语言文学类,广东,2023,历史类,544.0,17564.0
辽宁大学(中外合作办学),中国语言文学类,广东,2023,历史类,531.0,23083.0
沈阳工业大学,哲学类,广东,2023,历史类,507.0,35375.0
辽宁工程技术大学,哲学类,广东,2023,历史类,492.0,45422.0
大连交通大学(中外合作办学),经济学类,广东,2023,历史类,504.0,37392.0
大连海事大学,哲学类,广东,2023,历史类,567.0,9988.0
大连海事大学,数学类,广东,2023,历史类,572.0,8460.0
大连工业大学,哲学类,广东,2023,历史类,487.0,48718.0
大连海洋大学,哲学类,广东,2023,历史类,505.0,36800.0
辽宁中医药大学,哲学类,广东,2023,历史类,542.0,18185.0
辽宁中医药大学,体育学类,广东,2023,历史类,542.0,18266.0
沈阳药科大学,哲学类,广东,2023,历史类,550.0,15097.0
沈阳药科大学,数学类,广东,2023,历史类,534.0,21838.0
沈阳药科大学,物理学类,广东,2023,历史类,519.0,28428.0
辽宁师范大学(中外合作办学),物理学类,广东,2023,历史类,499.0,40160.0
沈阳师范大学(中外合作办学),数学类,广东,2023,历史类,489.0,47274.0
渤海大学,哲学类,广东,2023,历史类,504.0,37451.0
鞍山师范学院,哲学类,广东,2023,历史类,493.0,44350.0
大连外国语大学,哲学类,广东,2023,历史类,539.0,19360.0
大连外国语大学,数学类,广东,2023,历史类,516.0,30480.0
东北财经大学,哲学类,广东,2023,历史类,573.0,8410.0
东北财经大学,数学类,广东,2023,历史类,558.0,12589.0
东北财经大学(中外合作办学),法学类,广东,2023,历史类,528.0,24164.0
东北财经大学(中外合作办学),管理学类,广东,2023,历史类,557.0,12702.0
沈阳音乐学院,哲学类,广东,2023,历史类,492.0,45325.0
吉林大学,哲学类,广东,2023,历史类,597.0,3736.0
吉林大学,数学类,广东,2023,历史类,626.0,1001.0
吉林大学,物理学类,广东,2023,历史类,609.0,2320.0
吉林大学,体育学类,广东,2023,历史类,610.0,2193.0
吉林大学,中国语言文学类,广东,2023,历史类,613.0,1975.0
吉林大学,艺术设计类,广东,2023,历史类,604.0,2794.0
延边大学,哲学类,广东,2023,历史类,548.0,15760.0
长春理工大学,哲学类,广东,2023,历史类,467.0,63804.0
长春理工大学,数学类,广东,2023,历史类,518.0,29394.0
东北电力大学,哲学类,广东,2023,历史类,519.0,28864.0
东北师范大学,哲学类,广东,2023,历史类,598.0,3562.0
东北师范大学,数学类,广东,2023,历史类,593.0,4335.0
东北师范大学,物理学类,广东,2023,历史类,594.0,4125.0
北华大学,哲学类,广东,2023,历史类,502.0,38619.0
北华大学,数学类,广东,2023,历史类,500.0,39893.0
吉林师范大学,哲学类,广东,2023,历史类,499.0,40293.0
吉林师范大学,数学类,广东,2023,历史类,514.0,31582.0
吉林师范大学,物理学类,广东,2023,历史类,534.0,21675.0
长春师范大学,哲学类,广东,2023,历史类,491.0,45819.0
长春师范大学,数学类,广东,2023,历史类,517.0,29696.0
长春师范大学,管理学类,广东,2023,历史类,501.0,38983.0
吉林财经大学,哲学类,广东,2023,历史类,514.0,31481.0
吉林财经大学(中外合作办学),物理学类,广东,2023,历史类,497.0,41523.0
吉林财经大学,法学类,广东,2023,历史类,509.0,34195.0
黑龙江大学,哲学类,广东,2023,历史类,498.0,41181.0
哈尔滨理工大学,哲学类,广东,2023,历史类,503.0,37818.0
哈尔滨理工大学,数学类,广东,2023,历史类,502.0,38485.0
燕山大学,哲学类,广东,2023,历史类,520.0,28218.0
燕山大学,数学类,广东,2023,历史类,540.0,19070.0
哈尔滨工程大学,哲学类,广东,2023,历史类,571.0,8714.0
黑龙江科技大学,哲学类,广东,2023,历史类,492.0,45384.0
黑龙江科技大学,数学类,广东,2023,历史类,494.0,43957.0
黑龙江科技大学,物理学类,广东,2023,历史类,495.0,42999.0
东北石油大学,哲学类,广东,2023,历史类,484.0,51018.0
东北石油大学,数学类,广东,2023,历史类,507.0,35283.0
佳木斯大学,哲学类,广东,2023,历史类,493.0,44448.0
佳木斯大学,数学类,广东,2023,历史类,497.0,41817.0
东北农业大学,哲学类,广东,2023,历史类,565.0,10362.0
东北农业大学,新闻传播学类,广东,2023,历史类,558.0,12556.0
东北林业大学,哲学类,广东,2023,历史类,564.0,10803.0
哈尔滨医科大学,哲学类,广东,2023,历史类,493.0,44060.0
哈尔滨师范大学,哲学类,广东,2023,历史类,483.0,51163.0
哈尔滨师范大学,数学类,广东,2023,历史类,502.0,38457.0
哈尔滨师范大学,物理学类,广东,2023,历史类,546.0,16720.0
齐齐哈尔大学,哲学类,广东,2023,历史类,515.0,30660.0
齐齐哈尔大学,数学类,广东,2023,历史类,492.0,44850.0
牡丹江师范学院,哲学类,广东,2023,历史类,491.0,45451.0
牡丹江师范学院,数学类,广东,2023,历史类,492.0,45213.0
牡丹江师范学院,物理学类,广东,2023,历史类,495.0,43329.0
哈尔滨学院,哲学类,广东,2023,历史类,493.0,44475.0
哈尔滨商业大学,哲学类,广东,2023,历史类,490.0,46153.0
哈尔滨体育学院,哲学类,广东,2023,历史类,491.0,45916.0
复旦大学,哲学类,广东,2023,历史类,665.0,55.0
复旦大学,数学类,广东,2023,历史类,659.0,92.0
同济大学,哲学类,广东,2023,历史类,636.0,588.0
同济大学,数学类,广东,2023,历史类,641.0,429.0
上海交通大学,哲学类,广东,2023,历史类,667.0,42.0
华东理工大学,哲学类,广东,2023,历史类,602.0,3060.0
上海海事大学,哲学类,广东,2023,历史类,551.0,14988.0
东华大学,哲学类,广东,2023,历史类,594.0,4229.0
上海海洋大学,哲学类,广东,2023,历史类,551.0,14875.0
上海海洋大学(中外合作办学),物理学类,广东,2023,历史类,530.0,23235.0
华东师范大学,哲学类,广东,2023,历史类,621.0,1329.0
上海师范大学(中外合作办学),法学类,广东,2023,历史类,558.0,12522.0
上海外国语大学,哲学类,广东,2023,历史类,607.0,2546.0
上海外国语大学,法学类,广东,2023,历史类,609.0,2273.0
上海外国语大学(中外合作办学),建筑类,广东,2023,历史类,611.0,2151.0
上海财经大学,哲学类,广东,2023,历史类,622.0,1218.0
上海海关学院,哲学类,广东,2023,历史类,562.0,11300.0
上海海关学院,数学类,广东,2023,历史类,552.0,14535.0
华东政法大学,哲学类,广东,2023,历史类,611.0,2126.0
上海体育大学,哲学类,广东,2023,历史类,542.0,18393.0
上海体育大学,数学类,广东,2023,历史类,546.0,16697.0
上海音乐学院,哲学类,广东,2023,历史类,576.0,7645.0
上海戏剧学院,哲学类,广东,2023,历史类,570.0,9047.0
南京大学,哲学类,广东,2023,历史类,651.0,191.0
苏州大学,哲学类,广东,2023,历史类,598.0,3597.0
苏州大学,数学类,广东,2023,历史类,607.0,2508.0
苏州大学,外国语言文学类,广东,2023,历史类,599.0,3514.0
东南大学,哲学类,广东,2023,历史类,617.0,1610.0
江苏科技大学,哲学类,广东,2023,历史类,531.0,23122.0
江苏科技大学,数学类,广东,2023,历史类,524.0,26285.0
中国矿业大学,哲学类,广东,2023,历史类,576.0,7611.0
南京工业大学,哲学类,广东,2023,历史类,544.0,17219.0
常州大学,哲学类,广东,2023,历史类,525.0,25802.0
河海大学,物理学类,广东,2023,历史类,586.0,5526.0
江南大学,哲学类,广东,2023,历史类,579.0,7039.0
江南大学,数学类,广东,2023,历史类,579.0,6924.0
南京林业大学,哲学类,广东,2023,历史类,563.0,11104.0
南京林业大学,数学类,广东,2023,历史类,572.0,8465.0
江苏大学,哲学类,广东,2023,历史类,572.0,8551.0
南京信息工程大学,数学类,广东,2023,历史类,558.0,12583.0
南通大学,哲学类,广东,2023,历史类,538.0,19840.0
南通大学,建筑类,广东,2023,历史类,529.0,23792.0
南通大学,外国语言文学类,广东,2023,历史类,529.0,23766.0
南京农业大学,哲学类,广东,2023,历史类,580.0,6771.0
南京医科大学,哲学类,广东,2023,历史类,566.0,10053.0
南京中医药大学,哲学类,广东,2023,历史类,552.0,14499.0
中国药科大学,哲学类,广东,2023,历史类,600.0,3394.0
中国药科大学,数学类,广东,2023,历史类,579.0,6827.0
南京师范大学,哲学类,广东,2023,历史类,595.0,3989.0
江苏师范大学,哲学类,广东,2023,历史类,511.0,33170.0
江苏师范大学,数学类,广东,2023,历史类,528.0,24161.0
盐城师范学院,哲学类,广东,2023,历史类,534.0,21818.0
南京财经大学,数学类,广东,2023,历史类,548.0,15949.0
南京艺术学院,哲学类,广东,2023,历史类,541.0,18834.0
苏州科技大学,数学类,广东,2023,历史类,536.0,20849.0
苏州科技大学,物理学类,广东,2023,历史类,552.0,14416.0
浙江大学,哲学类,广东,2023,历史类,646.0,273.0
杭州电子科技大学,哲学类,广东,2023,历史类,536.0,20938.0
浙江理工大学,哲学类,广东,2023,历史类,540.0,19227.0
浙江农林大学,哲学类,广东,2023,历史类,531.0,23052.0
浙江中医药大学,哲学类,广东,2023,历史类,530.0,23414.0
浙江中医药大学,数学类,广东,2023,历史类,517.0,29665.0
浙江中医药大学,物理学类,广东,2023,历史类,563.0,11046.0
浙江师范大学,哲学类,广东,2023,历史类,566.0,10276.0
浙江师范大学,数学类,广东,2023,历史类,582.0,6401.0
浙江师范大学(中外合作办学),中国语言文学类,广东,2023,历史类,523.0,26822.0
浙江师范大学,农林科学类,广东,2023,历史类,560.0,12012.0
浙江师范大学,临床医学类,广东,2023,历史类,544.0,17370.0
湖州师范学院,哲学类,广东,2023,历史类,525.0,25771.0
绍兴文理学院,哲学类,广东,2023,历史类,501.0,38775.0
温州大学,哲学类,广东,2023,历史类,535.0,21216.0
浙江工商大学,哲学类,广东,2023,历史类,565.0,10367.0
浙江工商大学,数学类,广东,2023,历史类,558.0,12530.0
浙江工商大学,物理学类,广东,2023,历史类,548.0,16001.0
浙江工商大学,管理学类,广东,2023,历史类,549.0,15522.0
中国美术学院,哲学类,广东,2023,历史类,576.0,7733.0
中国计量大学,哲学类,广东,2023,历史类,551.0,14933.0
安徽大学,哲学类,广东,2023,历史类,575.0,7815.0
合肥工业大学,哲学类,广东,2023,历史类,574.0,8163.0
合肥工业大学,数学类,广东,2023,历史类,584.0,5933.0
合肥工业大学,物理学类,广东,2023,历史类,582.0,6393.0
安徽工业大学,哲学类,广东,2023,历史类,516.0,30124.0
安徽农业大学,哲学类,广东,2023,历史类,474.0,58032.0
安徽农业大学,数学类,广东,2023,历史类,523.0,26453.0
安徽中医药大学,哲学类,广东,2023,历史类,535.0,20960.0
安徽中医药大学,数学类,广东,2023,历史类,561.0,11702.0
安徽师范大学,哲学类,广东,2023,历史类,526.0,25272.0
安庆师范大学,哲学类,广东,2023,历史类,504.0,37020.0
淮北师范大学,哲学类,广东,2023,历史类,537.0,20492.0
淮北师范大学,数学类,广东,2023,历史类,505.0,36720.0
淮北师范大学,物理学类,广东,2023,历史类,547.0,16162.0
淮北师范大学,体育学类,广东,2023,历史类,528.0,24123.0
滁州学院,哲学类,广东,2023,历史类,503.0,37981.0
滁州学院,数学类,广东,2023,历史类,493.0,44489.0
安徽财经大学,哲学类,广东,2023,历史类,527.0,24642.0
安徽财经大学,体育学类,广东,2023,历史类,528.0,24204.0
厦门大学,哲学类,广东,2023,历史类,630.0,820.0
厦门大学,数学类,广东,2023,历史类,630.0,804.0
厦门大学(马来西亚分校),外国语言文学类,广东,2023,历史类,590.0,4880.0
华侨大学,数学类,广东,2023,历史类,530.0,23563.0
华侨大学,物理学类,广东,2023,历史类,551.0,14895.0
福州大学,哲学类,广东,2023,历史类,581.0,6438.0
福建农林大学,哲学类,广东,2023,历史类,527.0,24746.0
福建农林大学,数学类,广东,2023,历史类,547.0,16169.0
福建农林大学(中外合作办学),经济学类,广东,2023,历史类,523.0,26689.0
集美大学,哲学类,广东,2023,历史类,553.0,14193.0
福建师范大学,数学类,广东,2023,历史类,535.0,21015.0
福建师范大学(中外合作办学),教育学类,广东,2023,历史类,519.0,28703.0
福建师范大学,中国语言文学类,广东,2023,历史类,574.0,8135.0
福建师范大学,艺术设计类,广东,2023,历史类,577.0,7348.0
福建师范大学,生物科学类,广东,2023,历史类,584.0,6027.0
闽江学院,哲学类,广东,2023,历史类,514.0,31622.0
武夷学院,哲学类,广东,2023,历史类,498.0,41340.0
武夷学院,数学类,广东,2023,历史类,496.0,42530.0
泉州师范学院,哲学类,广东,2023,历史类,521.0,27772.0
泉州师范学院,数学类,广东,2023,历史类,507.0,35427.0
泉州师范学院,新闻传播学类,广东,2023,历史类,530.0,23223.0
南昌大学,哲学类,广东,2023,历史类,584.0,6015.0
南昌大学,建筑类,广东,2023,历史类,583.0,6220.0
南昌大学(联合培养),艺术设计类,广东,2023,历史类,575.0,7931.0
华东交通大学,哲学类,广东,2023,历史类,533.0,22281.0
华东交通大学,数学类,广东,2023,历史类,533.0,22179.0
华东交通大学,教育学类,广东,2023,历史类,524.0,26222.0
东华理工大学,哲学类,广东,2023,历史类,516.0,30270.0
南昌航空大学,哲学类,广东,2023,历史类,510.0,33739.0
江西理工大学,哲学类,广东,2023,历史类,457.0,73213.0
江西理工大学,数学类,广东,2023,历史类,523.0,26736.0
景德镇陶瓷大学,哲学类,广东,2023,历史类,532.0,22517.0
江西农业大学,哲学类,广东,2023,历史类,552.0,14483.0
江西农业大学,数学类,广东,2023,历史类,532.0,22446.0
江西农业大学,物理学类,广东,2023,历史类,534.0,21733.0
江西中医药大学,哲学类,广东,2023,历史类,514.0,31210.0
江西中医药大学,数学类,广东,2023,历史类,552.0,14300.0
江西中医药大学,教育学类,广东,2023,历史类,525.0,25657.0
江西师范大学,哲学类,广东,2023,历史类,566.0,10295.0
江西师范大学,数学类,广东,2023,历史类,539.0,19447.0
江西师范大学,物理学类,广东,2023,历史类,568.0,9630.0
江西师范大学,体育学类,广东,2023,历史类,561.0,11672.0
江西师范大学,法学类,广东,2023,历史类,577.0,7375.0
江西师范大学,计算机类,广东,2023,历史类,526.0,25327.0
江西师范大学,地理科学类,广东,2023,历史类,538.0,19766.0
上饶师范学院,数学类,广东,2023,历史类,498.0,41387.0
上饶师范学院,物理学类,广东,2023,历史类,499.0,40250.0
上饶师范学院,艺术设计类,广东,2023,历史类,499.0,40529.0
上饶师范学院,生物科学类,广东,2023,历史类,494.0,43854.0
上饶师范学院,化学类,广东,2023,历史类,498.0,41354.0
宜春学院,哲学类,广东,2023,历史类,495.0,43272.0
宜春学院,数学类,广东,2023,历史类,508.0,34877.0
赣南师范大学,哲学类,广东,2023,历史类,524.0,26242.0
赣南师范大学,数学类,广东,2023,历史类,535.0,21201.0
赣南师范大学,物理学类,广东,2023,历史类,542.0,18276.0
赣南师范大学,生物科学类,广东,2023,历史类,513.0,31876.0
井冈山大学,哲学类,广东,2023,历史类,517.0,29949.0
井冈山大学,数学类,广东,2023,历史类,509.0,34333.0
井冈山大学,教育学类,广东,2023,历史类,531.0,22729.0
江西财经大学,哲学类,广东,2023,历史类,540.0,19057.0
江西财经大学,数学类,广东,2023,历史类,541.0,18544.0
江西财经大学(中外合作办学),教育学类,广东,2023,历史类,533.0,22310.0
江西财经大学,外国语言文学类,广东,2023,历史类,539.0,19314.0
山东大学,哲学类,广东,2023,历史类,603.0,2974.0
山东大学,数学类,广东,2023,历史类,612.0,2058.0
中国海洋大学,哲学类,广东,2023,历史类,600.0,3328.0
中国海洋大学,数学类,广东,2023,历史类,604.0,2860.0
中国海洋大学(中外合作办学),经济学类,广东,2023,历史类,598.0,3609.0
中国海洋大学,新闻传播学类,广东,2023,历史类,597.0,3726.0
山东科技大学,哲学类,广东,2023,历史类,539.0,19614.0
济南大学,哲学类,广东,2023,历史类,531.0,22889.0
济南大学,数学类,广东,2023,历史类,557.0,12938.0
青岛理工大学,哲学类,广东,2023,历史类,519.0,28743.0
青岛理工大学,数学类,广东,2023,历史类,499.0,40402.0
山东建筑大学,哲学类,广东,2023,历史类,503.0,37654.0
山东建筑大学,数学类,广东,2023,历史类,514.0,31153.0
齐鲁工业大学,哲学类,广东,2023,历史类,502.0,38296.0
山东理工大学,哲学类,广东,2023,历史类,515.0,31001.0
山东农业大学,哲学类,广东,2023,历史类,519.0,28612.0
青岛农业大学,哲学类,广东,2023,历史类,514.0,31473.0
青岛农业大学,数学类,广东,2023,历史类,502.0,38421.0
青岛农业大学,物理学类,广东,2023,历史类,447.0,82256.0
山东第一医科大学,哲学类,广东,2023,历史类,500.0,39837.0
滨州医学院,哲学类,广东,2023,历史类,535.0,21157.0
山东师范大学,哲学类,广东,2023,历史类,548.0,16073.0
山东师范大学,数学类,广东,2023,历史类,553.0,13993.0
山东师范大学,物理学类,广东,2023,历史类,577.0,7310.0
山东师范大学(中外合作办学),建筑类,广东,2023,历史类,508.0,34656.0
滨州学院,哲学类,广东,2023,历史类,500.0,39460.0
鲁东大学,哲学类,广东,2023,历史类,528.0,24211.0
临沂大学,哲学类,广东,2023,历史类,506.0,35814.0
菏泽学院,哲学类,广东,2023,历史类,496.0,42498.0
菏泽学院,数学类,广东,2023,历史类,500.0,39822.0
山东财经大学,哲学类,广东,2023,历史类,536.0,20531.0
郑州大学,哲学类,广东,2023,历史类,583.0,6189.0
郑州大学,法学类,广东,2023,历史类,590.0,4778.0
河南理工大学,哲学类,广东,2023,历史类,476.0,56405.0
郑州轻工业大学,哲学类,广东,2023,历史类,504.0,36943.0
河南工业大学,哲学类,广东,2023,历史类,528.0,24220.0
河南工业大学,数学类,广东,2023,历史类,505.0,36686.0
河南工业大学(中外合作办学),管理学类,广东,2023,历史类,495.0,43266.0
河南科技大学,哲学类,广东,2023,历史类,510.0,33506.0
中原工学院,哲学类,广东,2023,历史类,494.0,43801.0
河南农业大学,哲学类,广东,2023,历史类,531.0,22971.0
河南农业大学,数学类,广东,2023,历史类,514.0,31271.0
河南中医药大学,哲学类,广东,2023,历史类,554.0,13599.0
河南中医药大学,数学类,广东,2023,历史类,557.0,12932.0
河南大学,哲学类,广东,2023,历史类,572.0,8577.0
河南大学,数学类,广东,2023,历史类,525.0,25966.0
河南大学,物理学类,广东,2023,历史类,544.0,17252.0
河南大学,体育学类,广东,2023,历史类,533.0,22070.0
河南大学,法学类,广东,2023,历史类,550.0,15316.0
河南大学,经济学类,广东,2023,历史类,572.0,8659.0
河南大学(中外合作办学),艺术设计类,广东,2023,历史类,506.0,35941.0
河南大学(中外合作办学),生物科学类,广东,2023,历史类,544.0,17304.0
河南大学,计算机类,广东,2023,历史类,539.0,19385.0
河南大学,环境科学与工程类,广东,2023,历史类,541.0,18526.0
河南师范大学,哲学类,广东,2023,历史类,551.0,14929.0
河南师范大学,数学类,广东,2023,历史类,526.0,25049.0
信阳师范大学(中外合作办学),体育学类,广东,2023,历史类,490.0,46178.0
周口师范学院,哲学类,广东,2023,历史类,493.0,44580.0
南阳师范学院,哲学类,广东,2023,历史类,494.0,43476.0
南阳师范学院,数学类,广东,2023,历史类,493.0,44100.0
洛阳师范学院,哲学类,广东,2023,历史类,494.0,44020.0
商丘师范学院,哲学类,广东,2023,历史类,493.0,44347.0
河南财经政法大学,哲学类,广东,2023,历史类,532.0,22676.0
河南财经政法大学(中外合作办学),经济学类,广东,2023,历史类,513.0,31722.0
河南财经政法大学(中外合作办学),管理学类,广东,2023,历史类,517.0,29832.0
郑州航空工业管理学院,哲学类,广东,2023,历史类,501.0,39215.0
武汉大学,哲学类,广东,2023,历史类,642.0,382.0
武汉大学,管理学类,广东,2023,历史类,627.0,973.0
武汉大学,新闻传播学类,广东,2023,历史类,604.0,2841.0
华中科技大学,哲学类,广东,2023,历史类,613.0,1961.0
华中科技大学,数学类,广东,2023,历史类,613.0,1917.0
武汉科技大学,哲学类,广东,2023,历史类,534.0,21646.0
武汉科技大学,数学类,广东,2023,历史类,529.0,23830.0
长江大学,哲学类,广东,2023,历史类,464.0,66946.0
长江大学,数学类,广东,2023,历史类,530.0,23359.0
中国地质大学(武汉),哲学类,广东,2023,历史类,583.0,6083.0
中国地质大学(武汉),数学类,广东,2023,历史类,588.0,5212.0
武汉纺织大学,哲学类,广东,2023,历史类,517.0,29616.0
武汉纺织大学,数学类,广东,2023,历史类,521.0,27480.0
武汉轻工大学,哲学类,广东,2023,历史类,532.0,22594.0
武汉轻工大学,数学类,广东,2023,历史类,522.0,27178.0
武汉理工大学,哲学类,广东,2023,历史类,585.0,5685.0
武汉理工大学,数学类,广东,2023,历史类,585.0,5765.0
武汉理工大学(中外合作办学),管理学类,广东,2023,历史类,582.0,6408.0
湖北工业大学,哲学类,广东,2023,历史类,521.0,27526.0
华中农业大学,哲学类,广东,2023,历史类,580.0,6822.0
华中农业大学,数学类,广东,2023,历史类,580.0,6662.0
